;bname;gname;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;Start;End;Orientation;Length;Chr
44;b0049;apaH;1134.11477576614;-0.141599225163756;0.18729548842112;-0.756020480564814;0.449636916474099;0.998227012165091;50380;51222;-;843;NC_000913.3
45;b0050;apaG;554.489531511286;-0.087257128659968;0.169862180273976;-0.51369368107267;0.60746617053381;0.998227012165091;51229;51606;-;378;NC_000913.3
46;b0051;rsmA;1840.19808367342;-0.0341231882067172;0.152562360260277;-0.223667149279166;0.823016309437152;0.998227012165091;51609;52430;-;822;NC_000913.3
47;b0052;pdxA;1703.0503346887;-0.168195707205919;0.134147368052999;-1.25381294949796;0.209910001276414;0.998227012165091;52427;53416;-;990;NC_000913.3
48;b0053;surA;3975.57956530677;-0.0321211443777598;0.149684384243496;-0.214592487653938;0.830085051479992;0.998227012165091;53416;54702;-;1287;NC_000913.3
49;b0054;lptD;7469.69565657822;0.00158536461442322;0.101333570255488;0.0156450089582959;0.987517598112529;0.999954920072585;54755;57109;-;2355;NC_000913.3
50;b0055;djlA;697.930630629778;0.030512256746722;0.18755906876964;0.162680786095164;0.870769775919716;0.998227012165091;57364;58179;+;816;NC_000913.3
51;b0056;yabP;134.021669430407;0.161915166522743;0.164739921736697;0.982853244167077;0.325679672340749;0.998227012165091;58474;59124;+;651;NC_000913.3
52;b0057;yabQ;48.7879035877113;-0.475886900248175;0.323587489677439;-1.47065914298032;0.141383320726442;0.977768588603164;59121;59279;+;159;NC_000913.3
53;b0058;rluA;587.516685384291;0.238461510714219;0.167789941701585;1.42119073584472;0.155261317186603;0.998227012165091;59687;60346;-;660;NC_000913.3
54;b0059;rapA;1985.06935275578;0.225830923329989;0.156493322131537;1.44307067070997;0.149000564371078;0.996513903410618;60358;63264;-;2907;NC_000913.3
55;b0060;polB;801.432449521359;-0.140723017642088;0.145917188461648;-0.964403297004825;0.334843769905303;0.998227012165091;63429;65780;-;2352;NC_000913.3
56;b0061;araD;73.0092526443174;-0.144044869333852;0.345003346032419;-0.417517311035925;0.676300064955272;0.998227012165091;65855;66550;-;696;NC_000913.3
57;b0062;araA;301.933523726434;0.128331928742052;0.322208058489966;0.398289010347792;0.690417160303321;0.998227012165091;66835;68337;-;1503;NC_000913.3
58;b0063;araB;174.773122322715;-0.900010615420378;0.301936155716027;-2.98079775602245;0.00287498593502908;0.0947596036419664;68348;70048;-;1701;NC_000913.3
59;b0064;araC;1026.81230179064;0.0612773554613315;0.319696114779264;0.1916737571354;0.847997763590312;0.998227012165091;70387;71265;+;879;NC_000913.3
60;b0065;yabI;615.204688458826;0.310260443168342;0.135304915779883;2.29304634927737;0.0218453366658205;0.407711563753678;71351;72115;+;765;NC_000913.3
61;b0066;thiQ;164.270550952835;-0.0192586305156458;0.140802655289977;-0.136777466845234;0.891206695081882;0.998227012165091;72229;72927;-;699;NC_000913.3
62;b0067;thiP;198.192299659683;0.103293430333063;0.139331831564319;0.741348399524771;0.458482222705889;0.998227012165091;72911;74521;-;1611;NC_000913.3
63;b0068;thiB;331.880574537344;0.271807486646003;0.133548388077553;2.0352734357839;0.0418233675150136;0.58738937789049;74497;75480;-;984;NC_000913.3
64;b0069;sgrR;409.496046223036;0.192861642190322;0.147099124088407;1.31109986810262;0.189824025333005;0.998227012165091;75644;77299;-;1656;NC_000913.3
65;b0070;setA;229.935980479715;0.119267201055942;0.233632212048511;0.510491254652751;0.609707339888454;0.998227012165091;77621;78799;+;1179;NC_000913.3
66;b0071;leuD;105.623028969026;0.462516330120717;0.206030173286477;2.24489608848509;0.0247748041160666;0.441743605533794;78848;79453;-;606;NC_000913.3
67;b0072;leuC;144.216521854981;0.166666011440729;0.21860353079484;0.762412257637069;0.44581399271996;0.998227012165091;79464;80864;-;1401;NC_000913.3
68;b0073;leuB;136.037955459674;0.100458324092627;0.242085027746558;0.414971239765388;0.678162957233976;0.998227012165091;80867;81958;-;1092;NC_000913.3
69;b0074;leuA;112.097675576729;0.093079217476865;0.184853623078782;0.503529311065739;0.614592177877089;0.998227012165091;81958;83529;-;1572;NC_000913.3
70;b0076;leuO;36.2734079618017;0.526842867634708;0.374564508633102;1.40654775210101;0.159561535312683;0.998227012165091;84368;85312;+;945;NC_000913.3
71;b0077;ilvI;219.359621241449;0.221778467102204;0.162373628639013;1.36585274937262;0.171985185918138;0.998227012165091;85630;87354;+;1725;NC_000913.3
72;b0078;ilvH;66.7916316281795;0.179516355534864;0.278722297152343;0.644068872024058;0.519530774427357;0.998227012165091;87357;87848;+;492;NC_000913.3
73;b0080;cra;4007.27962207335;0.0973665886873867;0.159614006417732;0.610012810733944;0.541853321392877;0.998227012165091;88028;89032;+;1005;NC_000913.3
74;b0081;mraZ;886.651690935612;0.0830961807473287;0.147766070146662;0.562349534401595;0.573877895383328;0.998227012165091;89634;90092;+;459;NC_000913.3
75;b0082;rsmH;1323.81734400825;0.112223867708957;0.129643293370313;0.865635736269062;0.386689951724752;0.998227012165091;90094;91035;+;942;NC_000913.3
76;b0083;ftsL;388.190708692964;0.101978887895552;0.166954176778317;0.610819626459301;0.541318998701569;0.998227012165091;91032;91397;+;366;NC_000913.3
77;b0084;ftsI;1186.31243625555;0.0662066821112877;0.0785440981265447;0.842923703886957;0.399271115595025;0.998227012165091;91413;93179;+;1767;NC_000913.3
78;b0085;murE;3411.90583034133;0.0492919324040815;0.134473969701586;0.36655370934216;0.713951942741033;0.998227012165091;93166;94653;+;1488;NC_000913.3
79;b0086;murF;2760.98959208424;0.0386035060482176;0.186986560782156;0.206450698310835;0.836438872161287;0.998227012165091;94650;96008;+;1359;NC_000913.3
80;b0087;mraY;2172.00637376188;0.00342275280071262;0.122556517790399;0.0279279540772067;0.977719613005834;0.999954920072585;96002;97084;+;1083;NC_000913.3
81;b0088;murD;2374.04686103449;-0.0559916701955896;0.125948265191178;-0.444560868786873;0.656637131677777;0.998227012165091;97087;98403;+;1317;NC_000913.3
82;b0089;ftsW;1472.19615916074;-0.136791533161103;0.106447730554463;-1.2850582388989;0.19877193339296;0.998227012165091;98403;99647;+;1245;NC_000913.3
83;b0090;murG;2070.36189067172;-0.107502881394954;0.111873964425124;-0.960928505102763;0.336588117099458;0.998227012165091;99644;100711;+;1068;NC_000913.3
84;b0091;murC;3841.92742586463;-0.0297605463003768;0.0938739295081694;-0.31702674487262;0.751223308712308;0.998227012165091;100765;102240;+;1476;NC_000913.3
85;b0092;ddlB;2584.09975808869;-0.0817300756211251;0.136908286609634;-0.596969530808328;0.550527723453502;0.998227012165091;102233;103153;+;921;NC_000913.3
86;b0093;ftsQ;1428.54720689246;-0.128596347010344;0.111877346364236;-1.14944044696659;0.250374409956225;0.998227012165091;103155;103985;+;831;NC_000913.3
87;b0094;ftsA;2589.748930638;-0.115360275833511;0.134049148411242;-0.860581937302602;0.389468337700759;0.998227012165091;103982;105244;+;1263;NC_000913.3
88;b0095;ftsZ;11959.9882674903;-0.00403847669901898;0.147716500335595;-0.0273393743410114;0.978189052412632;0.999954920072585;105305;106456;+;1152;NC_000913.3
89;b0096;lpxC;11726.1673334104;-0.0943842843186298;0.138962714076077;-0.679205821116576;0.497007459466023;0.998227012165091;106557;107474;+;918;NC_000913.3
90;b0097;secM;969.074418489521;-0.103283484295593;0.147228785072927;-0.701516923096486;0.482980477183788;0.998227012165091;107705;108217;+;513;NC_000913.3
91;b0098;secA;7234.05186783748;-0.0150885350291776;0.141095208636011;-0.106938677613795;0.914837628811252;0.998227012165091;108279;110984;+;2706;NC_000913.3
92;b0099;mutT;73.8379749384616;0.0696450465366748;0.241358183594494;0.288554734293515;0.772922139340185;0.998227012165091;111044;111433;+;390;NC_000913.3
93;b0101;yacG;192.825783797766;0.0863021490491275;0.154281323303499;0.559381700916293;0.575901247289447;0.998227012165091;111649;111846;-;198;NC_000913.3
94;b0102;zapD;613.916125528472;0.0871703755303444;0.173695951983593;0.501856114289748;0.615768737507197;0.998227012165091;111856;112599;-;744;NC_000913.3
95;b0103;coaE;246.754451074752;-0.164806963462583;0.187160397162373;-0.880565365116225;0.378553111664247;0.998227012165091;112599;113219;-;621;NC_000913.3
96;b0104;guaC;1245.9480459983;0.070953400470732;0.14643852834081;0.484526861029362;0.628012005935996;0.998227012165091;113444;114487;+;1044;NC_000913.3
97;b0106;hofC;56.0053758977398;0.413976832877332;0.260158207963942;1.59125032462827;0.111553251381292;0.901910295580732;114522;115724;-;1203;NC_000913.3
98;b0107;hofB;103.101299673954;-0.134970988271159;0.264465082136601;-0.510354664520299;0.609803012068413;0.998227012165091;115714;117099;-;1386;NC_000913.3
99;b0109;nadC;603.610550822186;-0.0388581668304599;0.130766303576096;-0.297157339221165;0.766346389898404;0.998227012165091;117752;118645;-;894;NC_000913.3
100;b0110;ampD;498.955808291943;0.0199447264342494;0.207466814128563;0.0961345385189657;0.92341372056032;0.998227012165091;118733;119284;+;552;NC_000913.3
101;b0111;ampE;817.052658180447;-0.0330049432080212;0.132755075535137;-0.248615302089038;0.803658370728628;0.998227012165091;119281;120135;+;855;NC_000913.3
102;b0112;aroP;635.338278556926;0.692592995340979;0.152267985240219;4.54851355817401;5.40261632303616e-06;0.000392328174440117;120178;121551;-;1374;NC_000913.3
103;b0113;pdhR;1024.54592998467;0.207106674479114;0.218049142897307;0.949816503413883;0.342205498682681;0.998227012165091;122092;122856;+;765;NC_000913.3
104;b0114;aceE;32071.1860203503;0.192897001715925;0.411615723855823;0.468633705022142;0.639331481085683;0.998227012165091;123017;125680;+;2664;NC_000913.3
105;b0115;aceF;28738.3838614417;0.165598188141294;0.425494872910514;0.389189620567111;0.697135880988559;0.998227012165091;125695;127587;+;1893;NC_000913.3
106;b0116;lpd;32898.3723308942;0.206231860948882;0.390399464274298;0.528258565447164;0.597319885837463;0.998227012165091;127912;129336;+;1425;NC_000913.3
107;b0117;yacH;130.672268538445;-0.0606863425446955;0.182206884669499;-0.333062840379347;0.73908684857333;0.998227012165091;129407;131260;-;1854;NC_000913.3
108;b0118;acnB;34468.3669299772;0.226526227577356;0.4079968785072;0.555215589899074;0.578747206733959;0.998227012165091;131615;134212;+;2598;NC_000913.3
109;b0119;yacL;522.887892333582;0.0224248999593668;0.342925486987305;0.0653929229827034;0.947861158662698;0.999684303779905;134388;134750;+;363;NC_000913.3
110;b0120;speD;1102.50577102241;0.380488514425875;0.158106798228418;2.40652849016764;0.0161049477982759;0.326513510184335;134788;135582;-;795;NC_000913.3
111;b0121;speE;1435.06828410007;0.467442284262246;0.153233564929603;3.05052149949649;0.00228444324265241;0.0792402016880877;135598;136464;-;867;NC_000913.3
112;b0122;yacC;198.351318349772;-0.0455558444127807;0.291095937180772;-0.156497699191488;0.87564073267866;0.998227012165091;136570;136917;-;348;NC_000913.3
113;b0123;cueO;1009.36276161623;0.253155945444079;0.148859265655106;1.70063948878142;0.0890107042254931;0.832516808374641;137083;138633;+;1551;NC_000913.3
114;b0124;gcd;1601.93300834091;0.297563879341686;0.412005143349783;0.722233409326788;0.470150985985822;0.998227012165091;138835;141225;-;2391;NC_000913.3
115;b0125;hpt;1854.51431924193;0.169364987797928;0.109625574369409;1.54494048284037;0.122360660179053;0.934433033948638;141431;141967;+;537;NC_000913.3
116;b0126;can;1251.52562565459;0.150302542695203;0.125256259141415;1.19996033511995;0.230154745543192;0.998227012165091;142008;142670;-;663;NC_000913.3
117;b0127;yadG;688.365669637309;0.150459494231145;0.123758780424218;1.21574803594059;0.224080919331841;0.998227012165091;142779;143705;+;927;NC_000913.3
118;b0128;yadH;650.242068026693;0.0799455393057549;0.12518448227747;0.63862179921435;0.523068996512257;0.998227012165091;143702;144472;+;771;NC_000913.3
119;b0129;yadI;469.422501649632;-0.109848882495566;0.176389729833229;-0.622762349029191;0.533440703724682;0.998227012165091;144577;145017;+;441;NC_000913.3
120;b0130;yadE;349.696443552187;-0.0320766210904803;0.23569198177101;-0.136095512666378;0.89174577489683;0.998227012165091;145081;146310;+;1230;NC_000913.3
121;b0131;panD;925.596164391099;0.148903874704594;0.146509746300833;1.01634108627043;0.309466989737027;0.998227012165091;146314;146694;-;381;NC_000913.3
122;b0132;rpnC;76.2848408091599;-0.0470986613752674;0.304937312221074;-0.15445358599187;0.877252105004083;0.998227012165091;146968;147870;+;903;NC_000913.3
123;b0133;panC;2797.7261082769;0.0242722281390708;0.151255714014109;0.160471479026616;0.872509686895723;0.998227012165091;147944;148795;-;852;NC_000913.3
124;b0134;panB;2073.97876636474;0.0380176313910977;0.145239921812425;0.2617574487557;0.793508446452603;0.998227012165091;148807;149601;-;795;NC_000913.3
125;b0135;yadC;12.9890762839415;-0.223858527180462;0.419834239076854;-0.533206933461859;0.593890342491512;0.998227012165091;149715;150953;-;1239;NC_000913.3
126;b0139;htrE;11.4764494047256;0.297981971004525;0.435471744721971;0.684273950299054;0.493802193118691;0.998227012165091;152829;155426;-;2598;NC_000913.3
127;b0142;folK;108.121156665576;0.212641668985352;0.254711401354124;0.834833728898209;0.403811332232528;0.998227012165091;157253;157732;-;480;NC_000913.3
128;b0143;pcnB;2508.43093274256;0.0148999614525201;0.162950553711416;0.0914385444734836;0.927144135955421;0.998227012165091;157729;159126;-;1398;NC_000913.3
129;b0144;gluQ;261.147335679773;0.270906825512086;0.231056277518716;1.17247117637885;0.241007937800993;0.998227012165091;159186;160112;-;927;NC_000913.3
130;b0145;dksA;3702.07856525507;0.145370110431753;0.220117344928311;0.660420969910833;0.508983718862429;0.998227012165091;160149;160604;-;456;NC_000913.3
131;b0146;sfsA;1235.13843163171;0.109075294739822;0.346942317084993;0.314390287285426;0.75322463208105;0.998227012165091;160782;161486;-;705;NC_000913.3
132;b0147;thpR;140.338868901297;0.0846684602878395;0.184922052996671;0.457860265532329;0.647052835283997;0.998227012165091;161501;162031;-;531;NC_000913.3
133;b0148;hrpB;1241.04403905131;-0.0523727586020797;0.125840440049547;-0.416183848224457;0.677275477826069;0.998227012165091;162105;164534;+;2430;NC_000913.3
134;b0149;mrcB;1769.81254308135;0.115188524691511;0.129032288578712;0.892710855246465;0.372012035639118;0.998227012165091;164730;167264;+;2535;NC_000913.3
135;b0150;fhuA;2139.16032006542;0.571099428389873;0.116869710397892;4.88663338383845;1.0257484339596e-06;8.71667924518008e-05;167484;169727;+;2244;NC_000913.3
136;b0151;fhuC;516.164840167707;0.278360822936334;0.178537965856778;1.55911277246002;0.118969691137377;0.920862299230007;169778;170575;+;798;NC_000913.3
137;b0152;fhuD;284.194370890785;0.338256969616413;0.151867761430309;2.22731254105986;0.025926392950944;0.456167460114848;170575;171465;+;891;NC_000913.3
138;b0153;fhuB;1072.88080461988;0.437231676701664;0.130835742097523;3.3418366395305;0.000832260268614806;0.0357424463747047;171462;173444;+;1983;NC_000913.3
139;b0154;hemL;3582.07126980349;0.150219388360503;0.127316492569447;1.17988946544819;0.238044180269014;0.998227012165091;173602;174882;-;1281;NC_000913.3
140;b0155;clcA;955.311730189189;-0.0907166223647417;0.119410089815648;-0.759706508091526;0.44743003770519;0.998227012165091;175107;176528;+;1422;NC_000913.3
141;b0156;erpA;710.178494073218;0.147793542779241;0.163237194126962;0.905391345211993;0.365258099196364;0.998227012165091;176610;176954;+;345;NC_000913.3
142;b0157;yadS;161.120820753505;0.0879974430512034;0.232007384526509;0.379287250838124;0.704474565995367;0.998227012165091;177001;177624;-;624;NC_000913.3
143;b0158;btuF;338.842438800138;0.12377055825714;0.129547145189845;0.955409384558494;0.339370710041271;0.998227012165091;177662;178462;-;801;NC_000913.3
144;b0159;mtn;1905.67853256157;0.173792245444441;0.135108903968628;1.28631230318319;0.198334090407542;0.998227012165091;178455;179153;-;699;NC_000913.3
145;b0160;dgt;495.167734891251;0.100280588914556;0.179080597851394;0.559974615439759;0.575496752415853;0.998227012165091;179237;180754;+;1518;NC_000913.3
146;b0161;degP;2207.04283737014;-0.0780648336199117;0.317010746583497;-0.246252956599219;0.805486423940584;0.998227012165091;180884;182308;+;1425;NC_000913.3
147;b0162;cdaR;1515.52207664261;-0.294385953124724;0.572398318184406;-0.514302617202805;0.607040432176479;0.998227012165091;182463;183620;+;1158;NC_000913.3
148;b0163;yaeH;2247.4383478226;0.0849957500127966;0.226038606592;0.37602315504543;0.706899681915852;0.998227012165091;183709;184095;-;387;NC_000913.3
149;b0164;yaeI;119.656555818765;-0.218432101960632;0.228647111258325;-0.955324127029307;0.339413810009478;0.998227012165091;184257;185069;-;813;NC_000913.3
150;b0166;dapD;3690.61372842968;0.017468126573917;0.237982415317673;0.0734009130489727;0.941487091049138;0.998770946484611;185123;185947;-;825;NC_000913.3
151;b0167;glnD;1265.53115904112;0.0438361026524991;0.109508518553533;0.40029856335852;0.688936625973284;0.998227012165091;185978;188650;-;2673;NC_000913.3
152;b0168;map;2347.51180424498;0.20747402799742;0.108387026822427;1.91419613656651;0.0555950992297676;0.679042282335448;188712;189506;-;795;NC_000913.3
153;b4414;tff;307.148848879729;-0.114231013682683;0.409171382077761;-0.27917644949317;0.78010941598433;0.998227012165091;189712;189847;+;136;NC_000913.3
154;b0169;rpsB;31540.4600712462;0.274419565878683;0.156661057334309;1.75167696776794;0.0798293694863923;0.809234775961042;189874;190599;+;726;NC_000913.3
155;b0170;tsf;12564.7258783219;0.241595337145557;0.171529586062177;1.40847618589823;0.158990113721032;0.998227012165091;190857;191708;+;852;NC_000913.3
156;b0171;pyrH;2818.96565446756;0.0584904686635188;0.159266883867813;0.367248151298447;0.713433925220001;0.998227012165091;191855;192580;+;726;NC_000913.3
157;b0172;frr;4706.67661249404;0.122944023761888;0.11419108768372;1.076651656935;0.281635917191748;0.998227012165091;192872;193429;+;558;NC_000913.3
158;b0173;dxr;967.545602236613;0.0560704265362493;0.124341459253097;0.450939106498;0.65203343730922;0.998227012165091;193521;194717;+;1197;NC_000913.3
159;b0174;uppS;1705.22404029698;-0.0126954635821356;0.186683064756535;-0.0680054379795648;0.945781305426721;0.999684303779905;194903;195664;+;762;NC_000913.3
160;b0175;cdsA;2176.77241195928;0.0680335894752958;0.143575018516244;0.4738539488163;0.635604060373032;0.998227012165091;195677;196534;+;858;NC_000913.3
161;b0176;rseP;2271.45072682249;-0.0383197554590264;0.0905330851750351;-0.423267973083428;0.672099758395353;0.998227012165091;196546;197898;+;1353;NC_000913.3
162;b0177;bamA;10656.8336291155;-0.0216330974168881;0.124807776800429;-0.173331325751279;0.862391001947583;0.998227012165091;197928;200360;+;2433;NC_000913.3
163;b0178;skp;3965.35774609484;-0.0259590795548501;0.198220803210414;-0.13096041956451;0.895806618286228;0.998227012165091;200482;200967;+;486;NC_000913.3
164;b0179;lpxD;5080.95237173171;-0.0956201010228784;0.120558390243553;-0.793143478688674;0.427694233627692;0.998227012165091;200971;201996;+;1026;NC_000913.3
165;b0180;fabZ;1379.91794567909;0.0919329252484526;0.166546160666862;0.551996664950707;0.580950638222316;0.998227012165091;202101;202556;+;456;NC_000913.3
166;b0181;lpxA;3711.03034468811;-0.0253902007659292;0.154502342295461;-0.164335377630551;0.869467132940056;0.998227012165091;202560;203348;+;789;NC_000913.3
167;b0182;lpxB;1023.24643271896;-0.234739954527374;0.139711289428429;-1.68017885661005;0.0929225218014892;0.839796757491295;203348;204496;+;1149;NC_000913.3
168;b0183;rnhB;458.220001244556;0.0638180676754286;0.153982984784303;0.414448828647036;0.678545435294172;0.998227012165091;204493;205089;+;597;NC_000913.3
169;b0184;dnaE;3373.01810330729;-0.008056917173548;0.106749777728108;-0.075474791095762;0.939836954107601;0.998770946484611;205126;208608;+;3483;NC_000913.3
170;b0185;accA;3368.19649787462;0.093927431285186;0.175175660852144;0.536189963995426;0.591827268894112;0.998227012165091;208621;209580;+;960;NC_000913.3
171;b0186;ldcC;1569.58989794398;-0.0212113154918638;0.247190643315123;-0.0858095403911516;0.931617822319713;0.998227012165091;209679;211820;+;2142;NC_000913.3
172;b0187;yaeR;347.692270709083;0.059303696166596;0.193689876214723;0.306178605333262;0.759468661150091;0.998227012165091;211877;212266;+;390;NC_000913.3
173;b0188;tilS;772.995634500887;0.088002380739777;0.136607647725396;0.644198053367235;0.519447013062077;0.998227012165091;212331;213629;+;1299;NC_000913.3
174;b0189;rof;506.112019381215;-0.0306781883831871;0.241851016144145;-0.126847465320975;0.899061127240494;0.998227012165091;213678;213932;-;255;NC_000913.3
175;b4406;yaeP;377.823641688333;-0.0157797167228579;0.208140967746693;-0.0758126422380325;0.93956815802156;0.998770946484611;213925;214125;-;201;NC_000913.3
176;b0190;yaeQ;581.804440439245;0.00141412988698857;0.150333472482904;0.00940662025318;0.992494713614407;0.999954920072585;214291;214836;+;546;NC_000913.3
177;b0191;arfB;214.833299733882;0.0760619212977121;0.148857783538663;0.510970400670762;0.609371783155661;0.998227012165091;214833;215255;+;423;NC_000913.3
178;b0192;nlpE;714.20596953782;0.0415028289715512;0.143787047524293;0.288640942881445;0.772856160499726;0.998227012165091;215269;215979;+;711;NC_000913.3
179;b0193;yaeF;83.702197458707;-0.109267431988891;0.287905969365249;-0.379524718538467;0.704298252116308;0.998227012165091;216179;217003;-;825;NC_000913.3
