,bname,gname,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Start,End,Orientation,Length,Chr
17,b0021,insB1,91.46087405,-0.205963786,0.418520667,-0.492123334,0.622632158,0.717126161,19811,20314,-,504,NC_000913.3
18,b0022,insA1,24.12357709,0.047144432,0.412670896,0.114242203,0.909045798,0.934695031,20233,20508,-,276,NC_000913.3
19,b0023,rpsT,2327.395245,1.422173912,0.410895713,3.461155392,0.000537862,0.001907431,20815,21078,-,264,NC_000913.3
20,b0024,yaaY,54.15598671,-3.04784691,0.340424361,-8.953081081,3.46E-19,2.09E-17,21181,21399,+,219,NC_000913.3
21,b0025,ribF,991.0865282,-0.45795365,0.165279611,-2.770781262,0.005592198,0.014164334,21407,22348,+,942,NC_000913.3
22,b0026,ileS,4770.826652,0.065664127,0.273832424,0.239796754,0.810487823,0.864335156,22391,25207,+,2817,NC_000913.3
23,b0027,lspA,470.0347621,0.076499614,0.236924097,0.322886592,0.746781131,0.81751818,25207,25701,+,495,NC_000913.3
24,b0028,fkpB,352.3504484,0.443912694,0.263210408,1.68653169,0.091693437,0.152751219,25826,26275,+,450,NC_000913.3
25,b0029,ispH,699.7599301,0.993567574,0.353492894,2.810714419,0.004943164,0.012833824,26277,27227,+,951,NC_000913.3
26,b0030,rihC,1477.41988,-0.160771361,0.48657466,-0.330414579,0.741086727,0.813265277,27293,28207,+,915,NC_000913.3
27,b0031,dapB,631.7724163,-0.381653618,0.255822695,-1.491867711,0.135733829,0.2110082,28374,29195,+,822,NC_000913.3
28,b0032,carA,150.7322495,2.367882603,0.408403546,5.797899225,6.72E-09,8.13E-08,29651,30799,+,1149,NC_000913.3
29,b0033,carB,473.4596577,2.103644579,0.32344765,6.503817777,7.83E-11,1.40E-09,30817,34038,+,3222,NC_000913.3
30,b0034,caiF,457.2596598,-0.307657337,0.382229713,-0.804901678,0.42087642,0.531847897,34300,34695,+,396,NC_000913.3
31,b0035,caiE,100.0495871,-0.47765107,0.353149752,-1.352545392,0.176200908,0.262034071,34781,35371,-,591,NC_000913.3
32,b0036,caiD,12.99186588,-0.25260806,0.44513855,-0.567481877,0.570386836,0.669339934,35377,36162,-,786,NC_000913.3
33,b0037,caiC,122.017162,1.401794485,0.332490216,4.216047325,2.49E-05,0.00012524,36271,37824,-,1554,NC_000913.3
34,b0038,caiB,126.5184133,0.735558336,0.340640521,2.159338923,0.030823883,0.062216869,37898,39115,-,1218,NC_000913.3
35,b0039,caiA,266.8778042,-0.288869505,0.359120168,-0.804381181,0.421176866,0.532061344,39244,40386,-,1143,NC_000913.3
36,b0040,caiT,13.00667033,-0.442424852,0.649480627,-0.681197919,0.495746265,0.601828824,40417,41931,-,1515,NC_000913.3
37,b0041,fixA,11.70005288,0.916120289,0.494583858,1.852305277,0.063981998,0.113811426,42403,43173,+,771,NC_000913.3
38,b0042,fixB,17.49942347,1.1333762,0.471515677,2.403687207,0.016230654,0.035622895,43188,44129,+,942,NC_000913.3
39,b0043,fixC,21.01531634,0.380276408,0.474297713,0.801767323,0.422687564,0.533519724,44180,45466,+,1287,NC_000913.3
40,b0046,kefF,71.21408242,-0.778727168,0.345372653,-2.254744729,0.024149356,0.050456687,47246,47776,+,531,NC_000913.3
41,b0047,kefC,431.5692205,-0.049464309,0.38461311,-0.128607964,0.897667864,0.925348244,47769,49631,+,1863,NC_000913.3
42,b0048,folA,636.3153586,1.166819786,0.332297547,3.511370446,0.000445803,0.00163192,49823,50302,+,480,NC_000913.3
43,b0049,apaH,666.3123023,0.24406262,0.29808487,0.818768898,0.412918279,0.523098791,50380,51222,-,843,NC_000913.3
44,b0050,apaG,686.1577056,-0.30242167,0.260793512,-1.159621138,0.246203091,0.343766483,51229,51606,-,378,NC_000913.3
45,b0051,rsmA,1368.995569,-0.03579339,0.235077564,-0.152262042,0.878980262,0.913534214,51609,52430,-,822,NC_000913.3
46,b0052,pdxA,842.2787437,0.201325886,0.226691187,0.888106364,0.37448354,0.484576429,52427,53416,-,990,NC_000913.3
47,b0053,surA,3820.210924,-0.038253279,0.198592873,-0.192621611,0.847255319,0.890399523,53416,54702,-,1287,NC_000913.3
48,b0054,lptD,6732.196157,-0.418274328,0.174959932,-2.390686395,0.01681691,0.036750083,54755,57109,-,2355,NC_000913.3
49,b0055,djlA,334.7387428,0.341782061,0.294324224,1.161243393,0.245542933,0.343200125,57364,58179,+,816,NC_000913.3
50,b0056,yabP,113.1116793,0.93275544,0.270411544,3.449392082,0.00056185,0.001981215,58474,59124,+,651,NC_000913.3
51,b0057,yabQ,69.90434178,-0.019003398,0.268544954,-0.070764308,0.943585339,0.957552106,59121,59279,+,159,NC_000913.3
52,b0058,rluA,232.7591158,-0.410522808,0.273490921,-1.501047301,0.133343328,0.208332855,59687,60346,-,660,NC_000913.3
53,b0059,rapA,934.1576655,-0.216940192,0.243641195,-0.890408502,0.373246579,0.483130371,60358,63264,-,2907,NC_000913.3
54,b0060,polB,656.9727598,-1.015162074,0.244299846,-4.155393833,3.25E-05,0.000159408,63429,65780,-,2352,NC_000913.3
55,b0061,araD,89.30778861,1.126792131,0.364045697,3.095194207,0.001966841,0.005777684,65855,66550,-,696,NC_000913.3
56,b0062,araA,365.1716139,0.312410939,0.34308743,0.910586958,0.362513045,0.471500086,66835,68337,-,1503,NC_000913.3
57,b0063,araB,138.6076759,-0.135584241,0.324812651,-0.417422908,0.676369102,0.762788889,68348,70048,-,1701,NC_000913.3
58,b0064,araC,918.9178679,-1.359797559,0.426845446,-3.18569068,0.001444089,0.004425258,70387,71265,+,879,NC_000913.3
59,b0065,yabI,318.7839623,-1.026300897,0.187039205,-5.487089714,4.09E-08,4.16E-07,71351,72115,+,765,NC_000913.3
60,b0066,thiQ,76.10749711,-0.155909495,0.258371405,-0.603431698,0.546221541,0.648274075,72229,72927,-,699,NC_000913.3
61,b0067,thiP,38.71903366,0.583080438,0.313646105,1.85903931,0.063021567,0.112449156,72911,74521,-,1611,NC_000913.3
62,b0068,thiB,97.79708753,0.387599797,0.263237695,1.472432725,0.140904061,0.217209195,74497,75480,-,984,NC_000913.3
63,b4762,sroA,13.03710482,-0.154956844,0.48958676,-0.316505381,0.751618941,0.82033029,75516,75608,-,93,NC_000913.3
64,b0069,sgrR,371.6124743,-0.476998577,0.220839919,-2.159929144,0.030778155,0.062155586,75644,77299,-,1656,NC_000913.3
65,b0070,setA,149.198469,0.637462961,0.296345645,2.151079227,0.031469947,0.063299818,77621,78799,+,1179,NC_000913.3
66,b0071,leuD,112.3057293,-0.70522945,0.28354301,-2.487204501,0.012875136,0.029160094,78848,79453,-,606,NC_000913.3
67,b0072,leuC,117.0576374,-0.665487114,0.317924714,-2.093222341,0.036329311,0.071231828,79464,80864,-,1401,NC_000913.3
68,b0073,leuB,96.88417259,-0.771183913,0.364004915,-2.118608515,0.034123565,0.067628526,80867,81958,-,1092,NC_000913.3
69,b0074,leuA,80.23537502,-0.746934309,0.301672709,-2.475975737,0.013287261,0.02992593,81958,83529,-,1572,NC_000913.3
70,b0076,leuO,40.12962632,-1.237287879,0.394959766,-3.132693469,0.001732102,0.005182214,84368,85312,+,945,NC_000913.3
71,b0077,ilvI,162.8555034,-0.139594618,0.255414039,-0.546542461,0.584693109,0.682366885,85630,87354,+,1725,NC_000913.3
72,b0078,ilvH,64.6464985,0.028408216,0.297466106,0.095500682,0.923917149,0.944225585,87357,87848,+,492,NC_000913.3
73,b0080,cra,3990.523356,0.03421856,0.247269621,0.138385619,0.889935662,0.920344499,88028,89032,+,1005,NC_000913.3
74,b0081,mraZ,628.9797275,-0.219723353,0.213371918,-1.029766971,0.303119409,0.407947961,89634,90092,+,459,NC_000913.3
75,b0082,rsmH,1122.451367,-0.332635722,0.227393681,-1.46281867,0.143517003,0.220313578,90094,91035,+,942,NC_000913.3
76,b0083,ftsL,304.3398565,-0.177355303,0.268747686,-0.659932391,0.509297217,0.614407171,91032,91397,+,366,NC_000913.3
77,b0084,ftsI,967.2055595,-0.280665186,0.165728185,-1.693527187,0.090355164,0.151265634,91413,93179,+,1767,NC_000913.3
78,b0085,murE,1394.517286,-0.24130093,0.190701618,-1.265332372,0.205752207,0.296286108,93166,94653,+,1488,NC_000913.3
79,b0086,murF,1692.729888,-0.092610474,0.242913302,-0.381249084,0.703018431,0.78114632,94650,96008,+,1359,NC_000913.3
80,b0087,mraY,781.7173528,-0.080112927,0.204716815,-0.391335355,0.695549369,0.77592311,96002,97084,+,1083,NC_000913.3
81,b0088,murD,1494.065476,-0.411714581,0.196639121,-2.093757232,0.036281612,0.071173191,97087,98403,+,1317,NC_000913.3
82,b0089,ftsW,1052.369668,-0.264758112,0.190493217,-1.389855848,0.164572655,0.246828472,98403,99647,+,1245,NC_000913.3
83,b0090,murG,1065.278026,-0.1086255,0.19306065,-0.562649614,0.573673501,0.672806411,99644,100711,+,1068,NC_000913.3
84,b0091,murC,2154.777428,0.054762226,0.168364471,0.325259991,0.744984308,0.81634187,100765,102240,+,1476,NC_000913.3
85,b0092,ddlB,1979.641286,-0.190727098,0.170249047,-1.120282912,0.262593222,0.362027806,102233,103153,+,921,NC_000913.3
86,b0093,ftsQ,1329.57274,-0.997987947,0.159964306,-6.23881648,4.41E-10,6.83E-09,103155,103985,+,831,NC_000913.3
87,b0094,ftsA,2260.805332,-0.62767613,0.196519297,-3.19396691,0.001403322,0.004323258,103982,105244,+,1263,NC_000913.3
88,b0095,ftsZ,8560.362218,-0.225593326,0.210827684,-1.070036543,0.28460286,0.387746234,105305,106456,+,1152,NC_000913.3
89,b0096,lpxC,13882.70785,0.004401778,0.201973086,0.021793884,0.982612373,0.98728157,106557,107474,+,918,NC_000913.3
90,b0097,secM,988.8024297,0.092944451,0.220488336,0.421539084,0.673361477,0.76039843,107705,108217,+,513,NC_000913.3
91,b0098,secA,5269.842798,1.147189075,0.22899708,5.009623165,5.45E-07,4.13E-06,108279,110984,+,2706,NC_000913.3
92,b0099,mutT,90.745463,1.797663857,0.262626709,6.844939209,7.65E-12,1.61E-10,111044,111433,+,390,NC_000913.3
93,b0101,yacG,232.4130821,1.583462872,0.226076682,7.004096385,2.49E-12,5.68E-11,111649,111846,-,198,NC_000913.3
94,b0102,zapD,564.124429,0.725494832,0.255679725,2.837514129,0.004546633,0.011911355,111856,112599,-,744,NC_000913.3
95,b0103,coaE,280.761127,-0.294022225,0.255261715,-1.151846154,0.249384298,0.347540251,112599,113219,-,621,NC_000913.3
96,b0104,guaC,729.4465906,1.100080316,0.194794728,5.647382379,1.63E-08,1.82E-07,113444,114487,+,1044,NC_000913.3
97,b0106,hofC,61.99265269,0.315879191,0.309768178,1.019727697,0.307857622,0.412755744,114522,115724,-,1203,NC_000913.3
98,b0107,hofB,103.5248789,-0.578562769,0.346366543,-1.670377181,0.094844761,0.157490583,115714,117099,-,1386,NC_000913.3
99,b0109,nadC,580.4718218,0.166638673,0.198072959,0.84129946,0.400180193,0.510478992,117752,118645,-,894,NC_000913.3
100,b0110,ampD,412.702405,-0.203999684,0.294593725,-0.692478036,0.488637174,0.595163315,118733,119284,+,552,NC_000913.3
101,b0111,ampE,582.9829289,0.398833736,0.219960795,1.813203742,0.069800403,0.122544544,119281,120135,+,855,NC_000913.3
102,b0112,aroP,591.9063467,0.03388365,0.22143735,0.15301687,0.878384971,0.913150144,120178,121551,-,1374,NC_000913.3
103,b0113,pdhR,424.8200021,-0.607131758,0.307059339,-1.977245703,0.048013864,0.090039907,122092,122856,+,765,NC_000913.3
104,b0114,aceE,8421.753315,-0.876150912,0.501545758,-1.746901251,0.080654469,0.137916039,123017,125680,+,2664,NC_000913.3
105,b0115,aceF,7861.642512,-0.905240022,0.507499509,-1.783725908,0.074468214,0.129391721,125695,127587,+,1893,NC_000913.3
106,b0116,lpd,13403.13425,-1.128505895,0.491960752,-2.293894157,0.021796579,0.046166048,127912,129336,+,1425,NC_000913.3
107,b0117,yacH,114.1088688,-1.394913764,0.248978605,-5.602544699,2.11E-08,2.29E-07,129407,131260,-,1854,NC_000913.3
108,b0118,acnB,21959.95933,-1.241525249,0.524439849,-2.367335836,0.017916667,0.038859473,131615,134212,+,2598,NC_000913.3
109,b0119,yacL,747.370883,0.444709478,0.430250071,1.033606983,0.301319933,0.405873836,134388,134750,+,363,NC_000913.3
110,b0120,speD,770.0532431,-0.169847928,0.240227914,-0.707028275,0.479548907,0.586566474,134788,135582,-,795,NC_000913.3
111,b0121,speE,723.9332435,-0.510346874,0.248271874,-2.055596815,0.039821395,0.077002456,135598,136464,-,867,NC_000913.3
112,b0122,yacC,222.0000558,0.227698757,0.390871767,0.582540814,0.560202458,0.661225254,136570,136917,-,348,NC_000913.3
113,b0123,cueO,378.0572373,-0.239604322,0.233630414,-1.025569907,0.305094358,0.409866051,137083,138633,+,1551,NC_000913.3
114,b0124,gcd,1209.612991,-4.599588565,0.557176834,-8.255168355,1.52E-16,6.53E-15,138835,141225,-,2391,NC_000913.3
115,b0125,hpt,713.6407135,0.268512219,0.1861566,1.442399676,0.149189655,0.227737866,141431,141967,+,537,NC_000913.3
116,b0126,can,1087.191594,-0.525728882,0.203131882,-2.588116037,0.009650247,0.022851635,142008,142670,-,663,NC_000913.3
117,b0127,yadG,348.6342776,-0.349581511,0.185193131,-1.887659168,0.059071721,0.106624325,142779,143705,+,927,NC_000913.3
118,b0128,yadH,346.1145831,-0.247524171,0.202086615,-1.224841987,0.220634762,0.314470617,143702,144472,+,771,NC_000913.3
119,b0129,yadI,348.8748708,0.865502038,0.241539039,3.583280131,0.000339306,0.001281507,144577,145017,+,441,NC_000913.3
120,b0130,yadE,284.8947253,0.364427638,0.341033905,1.068596502,0.285251525,0.388368367,145081,146310,+,1230,NC_000913.3
121,b0131,panD,986.7302457,0.981402044,0.231998371,4.230210926,2.33E-05,0.000118049,146314,146694,-,381,NC_000913.3
122,b0132,rpnC,112.6474495,0.051835633,0.310022126,0.167199787,0.867212852,0.905024764,146968,147870,+,903,NC_000913.3
123,b0133,panC,2162.163546,0.153665962,0.247196862,0.621633951,0.534182591,0.638524994,147944,148795,-,852,NC_000913.3
124,b0134,panB,1336.025437,0.022596643,0.233315623,0.096850107,0.922845431,0.943607121,148807,149601,-,795,NC_000913.3
125,b0135,yadC,14.85463329,0.419893471,0.474998195,0.883989614,0.37670182,0.486513046,149715,150953,-,1239,NC_000913.3
126,b0137,yadL,11.3590423,-0.960017105,0.67865623,-1.414585269,0.15719013,0.238229328,151626,152231,-,606,NC_000913.3
127,b0139,htrE,12.00633368,0.609080501,0.493437696,1.234361511,0.217068224,0.310261826,152829,155426,-,2598,NC_000913.3
128,b0142,folK,131.1711466,1.852887405,0.31901142,5.808216534,6.31E-09,7.67E-08,157253,157732,-,480,NC_000913.3
129,b0143,pcnB,1529.725197,1.13685331,0.241694343,4.703681918,2.56E-06,1.66E-05,157729,159126,-,1398,NC_000913.3
130,b0144,gluQ,225.028251,0.678505625,0.290600896,2.334836657,0.019551955,0.041934072,159186,160112,-,927,NC_000913.3
131,b0145,dksA,4859.738668,0.064845157,0.279830955,0.231729751,0.816747923,0.86940667,160149,160604,-,456,NC_000913.3
132,b0146,sfsA,1993.918791,-0.656006213,0.435702578,-1.505628486,0.132162571,0.207011459,160782,161486,-,705,NC_000913.3
133,b0147,thpR,113.572271,-0.049087541,0.258344392,-0.190008156,0.84930274,0.891905303,161501,162031,-,531,NC_000913.3
134,b0148,hrpB,793.4520689,0.290215912,0.228245795,1.271506062,0.203548672,0.293845246,162105,164534,+,2430,NC_000913.3
135,b0149,mrcB,1274.967782,0.888540677,0.227002934,3.914225523,9.07E-05,0.000398329,164730,167264,+,2535,NC_000913.3
136,b0150,fhuA,370.8268458,-0.374313528,0.225305087,-1.661362968,0.096640571,0.160078259,167484,169727,+,2244,NC_000913.3
137,b0151,fhuC,113.1013079,-0.034095664,0.290086681,-0.117536125,0.906435219,0.93272207,169778,170575,+,798,NC_000913.3
138,b0152,fhuD,68.953314,0.437986555,0.333218268,1.314413395,0.188707125,0.276866275,170575,171465,+,891,NC_000913.3
139,b0153,fhuB,113.0836685,1.006538634,0.246399442,4.084987478,4.41E-05,0.000207567,171462,173444,+,1983,NC_000913.3
140,b0154,hemL,2413.822434,0.690732363,0.193858906,3.563067477,0.000366546,0.001371582,173602,174882,-,1281,NC_000913.3
141,b0155,clcA,859.0698238,-1.225659972,0.19386885,-6.322108851,2.58E-10,4.23E-09,175107,176528,+,1422,NC_000913.3
142,b0156,erpA,986.423553,-0.896170081,0.193236975,-4.637673937,3.52E-06,2.21E-05,176610,176954,+,345,NC_000913.3
143,b0157,yadS,116.8969353,1.053735686,0.359777982,2.928849845,0.003402187,0.009248554,177001,177624,-,624,NC_000913.3
144,b0158,btuF,212.1473969,0.725157805,0.234724809,3.089395648,0.002005641,0.005870347,177662,178462,-,801,NC_000913.3
145,b0159,mtn,1085.662786,-0.073882336,0.23334698,-0.316620063,0.751531911,0.82033029,178455,179153,-,699,NC_000913.3
146,b0160,dgt,524.9766491,-0.632335865,0.268208368,-2.357629142,0.018392057,0.039635519,179237,180754,+,1518,NC_000913.3
147,b0161,degP,1423.178776,-0.039922808,0.406761838,-0.098147871,0.921814876,0.9427917,180884,182308,+,1425,NC_000913.3
148,b0162,cdaR,1178.675088,1.734447248,0.675528777,2.567540137,0.010242293,0.023893221,182463,183620,+,1158,NC_000913.3
149,b0163,yaeH,3103.408903,0.908865769,0.292155912,3.110892952,0.001865225,0.005519266,183709,184095,-,387,NC_000913.3
150,b0164,yaeI,134.6148532,0.47127208,0.29513575,1.596797678,0.110310814,0.178625797,184257,185069,-,813,NC_000913.3
151,b0166,dapD,2538.505704,-0.732064505,0.323279174,-2.264496333,0.023543605,0.04957516,185123,185947,-,825,NC_000913.3
152,b0167,glnD,748.3457566,0.180786893,0.200561585,0.901403394,0.367373878,0.476902226,185978,188650,-,2673,NC_000913.3
153,b0168,map,1220.248364,0.053551686,0.181190535,0.295554547,0.76757029,0.832615131,188712,189506,-,795,NC_000913.3
154,b4414,tff,285.2370045,0.379934815,0.252294965,1.505915166,0.132088953,0.207011459,189712,189847,+,136,NC_000913.3
155,b0169,rpsB,7194.594665,0.982081885,0.247564718,3.966970305,7.28E-05,0.000326434,189874,190599,+,726,NC_000913.3
156,b0170,tsf,3386.267485,1.218243175,0.266108169,4.577999916,4.69E-06,2.81E-05,190857,191708,+,852,NC_000913.3
157,b0171,pyrH,805.1823375,0.817197721,0.256362794,3.187661162,0.001434285,0.004404781,191855,192580,+,726,NC_000913.3
158,b0172,frr,4352.76828,-0.350470758,0.179487855,-1.952615443,0.05086518,0.094207716,192872,193429,+,558,NC_000913.3
159,b0173,dxr,733.2372103,0.050020393,0.211703998,0.236275148,0.81321917,0.866142056,193521,194717,+,1197,NC_000913.3
160,b0174,uppS,1383.539634,1.211044406,0.271609345,4.458772974,8.24E-06,4.63E-05,194903,195664,+,762,NC_000913.3
161,b0175,cdsA,846.4932798,0.696384619,0.196551842,3.543007347,0.000395592,0.001466699,195677,196534,+,858,NC_000913.3
162,b0176,rseP,1956.706279,0.631073854,0.179651733,3.512762399,0.000443474,0.001626339,196546,197898,+,1353,NC_000913.3
163,b0177,bamA,7154.53459,0.771661083,0.187704865,4.111033999,3.94E-05,0.000188332,197928,200360,+,2433,NC_000913.3
164,b0178,skp,3766.93948,0.418800381,0.276978424,1.512032507,0.130525593,0.20486701,200482,200967,+,486,NC_000913.3
165,b0179,lpxD,3577.876857,0.118529809,0.203816933,0.581550348,0.560869596,0.661626572,200971,201996,+,1026,NC_000913.3
166,b0180,fabZ,1254.469451,0.176207866,0.263940245,0.667605145,0.504385673,0.609754945,202101,202556,+,456,NC_000913.3
167,b0181,lpxA,1782.152787,0.323835021,0.254340182,1.273235783,0.202934387,0.293111314,202560,203348,+,789,NC_000913.3
168,b0182,lpxB,806.132802,0.353958815,0.228585907,1.548471732,0.121508763,0.193276817,203348,204496,+,1149,NC_000913.3
169,b0183,rnhB,228.5633467,0.827028839,0.222009835,3.7251901,0.000195168,0.000782413,204493,205089,+,597,NC_000913.3
170,b0184,dnaE,1410.968387,0.562799503,0.19701977,2.856563594,0.004282542,0.011292622,205126,208608,+,3483,NC_000913.3
171,b0185,accA,1728.038296,0.514166113,0.267040442,1.925424137,0.054176318,0.099249641,208621,209580,+,960,NC_000913.3
172,b0186,ldcC,1469.240826,-2.22352842,0.356754502,-6.232656938,4.59E-10,7.05E-09,209679,211820,+,2142,NC_000913.3
173,b0187,yaeR,281.8520759,-1.505248662,0.27362704,-5.501096172,3.77E-08,3.88E-07,211877,212266,+,390,NC_000913.3
174,b0188,tilS,521.7566865,-0.406005167,0.224018572,-1.812372805,0.069928612,0.122716371,212331,213629,+,1299,NC_000913.3
175,b0189,rof,728.931148,-1.292902949,0.293781471,-4.400900251,1.08E-05,5.94E-05,213678,213932,-,255,NC_000913.3
176,b4406,yaeP,436.8920074,-1.441181904,0.240788097,-5.985270534,2.16E-09,2.87E-08,213925,214125,-,201,NC_000913.3
177,b0190,yaeQ,255.6443693,0.384751629,0.194209811,1.98111324,0.047578576,0.089306422,214291,214836,+,546,NC_000913.3
178,b0191,arfB,188.4278543,-0.4507012,0.222926271,-2.021750053,0.04320218,0.082547387,214833,215255,+,423,NC_000913.3
179,b0192,nlpE,676.5188442,-0.576125296,0.23663655,-2.43464205,0.014906528,0.033130167,215269,215979,+,711,NC_000913.3
180,b0193,yaeF,106.1885344,0.538827996,0.303630252,1.774618943,0.075960827,0.131645907,216179,217003,-,825,NC_000913.3
181,b0194,proS,4073.294411,1.730516411,0.214889906,8.053037233,8.08E-16,3.04E-14,217057,218775,-,1719,NC_000913.3
182,b0195,trmO,226.6296563,0.454405209,0.317833194,1.429697145,0.15280396,0.232452809,218887,219594,-,708,NC_000913.3
183,b0196,rcsF,350.7730565,0.216580954,0.259862039,0.833445909,0.404593292,0.514324282,219591,219995,-,405,NC_000913.3
184,b0197,metQ,1739.122785,1.016521844,0.314163236,3.235648635,0.001213667,0.003802697,220113,220928,-,816,NC_000913.3
185,b0198,metI,292.9940981,0.29548482,0.389491073,0.75864337,0.448065921,0.557498201,220968,221621,-,654,NC_000913.3
186,b0199,metN,395.3685698,-0.105161262,0.508170809,-0.206940777,0.83605611,0.882542286,221614,222645,-,1032,NC_000913.3
187,b0200,gmhB,542.6083727,0.231499999,0.305298411,0.758274494,0.448286673,0.557601351,222833,223408,+,576,NC_000913.3
188,b0201,rrsH,1762.161229,0.256261129,1.306912671,0.196081295,0.844546536,0.888707268,223771,225312,+,1542,NC_000913.3
189,b0203,alaV,32.09761273,1.964868985,0.575979894,3.411349952,0.000646421,0.002244439,225500,225575,+,76,NC_000913.3
190,b0204,rrlH,4594.432671,0.133486289,1.386054758,0.096306649,0.923277031,0.943809853,225759,228662,+,2904,NC_000913.3
191,b0207,dkgB,90.50346387,1.454460297,0.390237095,3.72711953,0.000193681,0.000778766,229167,229970,+,804,NC_000913.3
192,b0208,yafC,293.5624972,-1.451540379,0.309456114,-4.690617867,2.72E-06,1.76E-05,229967,230881,-,915,NC_000913.3
193,b0209,yafD,1321.280176,-1.991156421,0.270209961,-7.368923094,1.72E-13,4.55E-12,231122,231922,+,801,NC_000913.3
194,b0210,yafE,200.9334752,-0.916436163,0.330512087,-2.772776549,0.005558027,0.014104278,231926,232549,+,624,NC_000913.3
195,b0211,mltD,1852.40768,1.405592688,0.48464285,2.900264986,0.003728473,0.01000111,232597,233955,-,1359,NC_000913.3
196,b0212,gloB,390.0963431,-0.494172621,0.26110591,-1.892613696,0.058409261,0.105758935,234027,234782,-,756,NC_000913.3
197,b0213,yafS,377.3418891,-0.301261444,0.257040177,-1.172040295,0.241180879,0.338037649,234816,235538,+,723,NC_000913.3
198,b0214,rnhA,253.2896477,-0.0566445,0.206842889,-0.273852781,0.78419776,0.843638282,235535,236002,-,468,NC_000913.3
199,b0215,dnaQ,701.5203885,-0.727165512,0.228984489,-3.175610347,0.001495216,0.004563946,236067,236798,+,732,NC_000913.3
200,b0216,aspV,34.1481114,-0.101204183,0.386525515,-0.261830536,0.793452096,0.851104144,236931,237007,+,77,NC_000913.3
201,b0217,yafT,22.6288601,2.592933759,0.51014041,5.082784483,3.72E-07,2.94E-06,237335,238120,+,786,NC_000913.3
202,b0219,yafV,484.9956273,-1.18625378,0.265084703,-4.474998992,7.64E-06,4.33E-05,239419,240189,-,771,NC_000913.3
203,b0220,ivy,2018.252495,1.069215876,0.440386451,2.427903661,0.015186377,0.033641234,240343,240816,+,474,NC_000913.3
204,b0221,fadE,525.6770706,-2.147684836,0.675108936,-3.181241902,0.001466451,0.004480208,240859,243303,-,2445,NC_000913.3
205,b0222,gmhA,1173.438085,-0.158128885,0.309000301,-0.511743468,0.60883056,0.703835272,243543,244121,+,579,NC_000913.3
206,b0223,yafJ,517.6674076,0.215377831,0.281025241,0.766400307,0.44343815,0.554297688,244327,245094,+,768,NC_000913.3
207,b0224,ldtF,719.716497,0.745001801,0.352827302,2.111519704,0.034727666,0.068523614,245065,245805,-,741,NC_000913.3
208,b0225,yafQ,299.6373243,-0.119025175,0.40693904,-0.292488955,0.769912803,0.833368287,245961,246239,-,279,NC_000913.3
209,b0226,dinJ,398.389136,-0.268058259,0.240830316,-1.113058618,0.265683255,0.365540397,246242,246502,-,261,NC_000913.3
210,b0227,yafL,47.99839583,-1.397103517,0.387770751,-3.602911037,0.000314673,0.001200805,246712,247461,+,750,NC_000913.3
211,b0228,rayT,209.9250537,0.25538389,0.372736367,0.685159573,0.493243232,0.599509877,247637,248134,+,498,NC_000913.3
