,bname,gname,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Start,End,Orientation,Length,Chr
52,b0058,rluA,232.7591158,-0.665008769,0.274926912,-2.418856574,0.015569378,0.061622439,59687,60346,-,660,NC_000913.3
53,b0059,rapA,934.1576655,-0.575118529,0.244116721,-2.355916163,0.018477087,0.069331928,60358,63264,-,2907,NC_000913.3
54,b0060,polB,656.9727598,-0.560907068,0.243639794,-2.30219809,0.021324004,0.07728996,63429,65780,-,2352,NC_000913.3
55,b0061,araD,89.30778861,1.112729341,0.364538376,3.052434024,0.002269936,0.015151637,65855,66550,-,696,NC_000913.3
56,b0062,araA,365.1716139,0.496670499,0.342893883,1.44846707,0.147486469,0.305624168,66835,68337,-,1503,NC_000913.3
57,b0063,araB,138.6076759,-0.284279522,0.325769039,-0.872641314,0.382858614,0.569152185,68348,70048,-,1701,NC_000913.3
58,b0064,araC,918.9178679,-0.914271874,0.426550033,-2.143410628,0.03208014,0.104228247,70387,71265,+,879,NC_000913.3
59,b0065,yabI,318.7839623,-0.724803724,0.185940415,-3.898042947,9.70E-05,0.001366748,71351,72115,+,765,NC_000913.3
60,b0066,thiQ,76.10749711,-0.488881802,0.263688247,-1.85401438,0.063737103,0.168838625,72229,72927,-,699,NC_000913.3
61,b0067,thiP,38.71903366,0.520210152,0.315937194,1.646561918,0.099648123,0.232921271,72911,74521,-,1611,NC_000913.3
62,b0068,thiB,97.79708753,0.438555324,0.263634581,1.663496963,0.096212998,0.226795792,74497,75480,-,984,NC_000913.3
63,b4762,sroA,13.03710482,0.340885048,0.473611763,0.719756297,0.471675057,0.651613937,75516,75608,-,93,NC_000913.3
64,b0069,sgrR,371.6124743,-0.044913981,0.219806781,-0.204333919,0.838092565,0.916982534,75644,77299,-,1656,NC_000913.3
65,b0070,setA,149.198469,0.469095154,0.297598706,1.576267455,0.114964179,0.25806332,77621,78799,+,1179,NC_000913.3
66,b0071,leuD,112.3057293,-0.886766402,0.285844103,-3.102272854,0.001920409,0.013509657,78848,79453,-,606,NC_000913.3
67,b0072,leuC,117.0576374,-0.629626031,0.318315268,-1.977995073,0.047929262,0.13672346,79464,80864,-,1401,NC_000913.3
68,b0073,leuB,96.88417259,-0.532154427,0.362892314,-1.46642518,0.142532491,0.29703448,80867,81958,-,1092,NC_000913.3
69,b0074,leuA,80.23537502,-0.042895994,0.294417187,-0.145697995,0.884159805,0.943399211,81958,83529,-,1572,NC_000913.3
70,b0076,leuO,40.12962632,-0.93811021,0.390620731,-2.401588386,0.016324065,0.063852651,84368,85312,+,945,NC_000913.3
71,b0077,ilvI,162.8555034,0.008353796,0.255067549,0.032751309,0.973872907,0.986555449,85630,87354,+,1725,NC_000913.3
72,b0078,ilvH,64.6464985,0.072177723,0.297759888,0.24240244,0.808468344,0.898417145,87357,87848,+,492,NC_000913.3
73,b0080,cra,3990.523356,0.386509008,0.247215678,1.563448612,0.117947114,0.261996746,88028,89032,+,1005,NC_000913.3
74,b0081,mraZ,628.9797275,-0.226600684,0.213555713,-1.061084627,0.288651444,0.476958778,89634,90092,+,459,NC_000913.3
75,b0082,rsmH,1122.451367,-0.224422375,0.227384436,-0.986973333,0.323655712,0.511201622,90094,91035,+,942,NC_000913.3
76,b0083,ftsL,304.3398565,-0.113012305,0.268816931,-0.4204062,0.67418874,0.814300822,91032,91397,+,366,NC_000913.3
77,b0084,ftsI,967.2055595,-0.069263363,0.16556022,-0.418357522,0.675685739,0.81472343,91413,93179,+,1767,NC_000913.3
78,b0085,murE,1394.517286,-0.07472994,0.190620302,-0.392035575,0.695031928,0.825880487,93166,94653,+,1488,NC_000913.3
79,b0086,murF,1692.729888,-0.050928313,0.242925512,-0.2096458,0.833944131,0.915166579,94650,96008,+,1359,NC_000913.3
80,b0087,mraY,781.7173528,0.026589553,0.204699595,0.129895486,0.896649116,0.949959579,96002,97084,+,1083,NC_000913.3
81,b0088,murD,1494.065476,-0.011327045,0.196374008,-0.057680979,0.954002745,0.975218879,97087,98403,+,1317,NC_000913.3
82,b0089,ftsW,1052.369668,0.074601861,0.190201101,0.392226233,0.694891063,0.825880487,98403,99647,+,1245,NC_000913.3
83,b0090,murG,1065.278026,0.178807413,0.192845316,0.927206408,0.353819376,0.540075237,99644,100711,+,1068,NC_000913.3
84,b0091,murC,2154.777428,0.178569839,0.168346471,1.06072814,0.288813467,0.477031636,100765,102240,+,1476,NC_000913.3
85,b0092,ddlB,1979.641286,0.017261691,0.170163062,0.101442055,0.919199554,0.960517229,102233,103153,+,921,NC_000913.3
86,b0093,ftsQ,1329.57274,-0.629397377,0.159572667,-3.944268073,8.00E-05,0.001194754,103155,103985,+,831,NC_000913.3
87,b0094,ftsA,2260.805332,-0.223422149,0.196329816,-1.137993983,0.255122995,0.43942271,103982,105244,+,1263,NC_000913.3
88,b0095,ftsZ,8560.362218,-0.047819113,0.210814583,-0.226830197,0.820555782,0.90582997,105305,106456,+,1152,NC_000913.3
89,b0096,lpxC,13882.70785,0.057479992,0.201977724,0.284585801,0.775961491,0.876749785,106557,107474,+,918,NC_000913.3
90,b0097,secM,988.8024297,0.062311418,0.220636466,0.28241668,0.777624027,0.877534513,107705,108217,+,513,NC_000913.3
91,b0098,secA,5269.842798,0.671914776,0.229079567,2.93310654,0.003355887,0.01967328,108279,110984,+,2706,NC_000913.3
92,b0099,mutT,90.745463,0.870878357,0.269899442,3.226677129,0.001252367,0.009798788,111044,111433,+,390,NC_000913.3
93,b0101,yacG,232.4130821,1.060461388,0.228127201,4.648553005,3.34E-06,0.000100158,111649,111846,-,198,NC_000913.3
94,b0102,zapD,564.124429,0.622435272,0.255984599,2.431534065,0.015035034,0.060095567,111856,112599,-,744,NC_000913.3
95,b0103,coaE,280.761127,-0.161342706,0.255221895,-0.6321664,0.527278151,0.698826792,112599,113219,-,621,NC_000913.3
96,b0104,guaC,729.4465906,1.329044461,0.19464125,6.828174719,8.60E-12,1.20E-09,113444,114487,+,1044,NC_000913.3
97,b0106,hofC,61.99265269,0.040560538,0.314108822,0.129128937,0.897255625,0.950104452,114522,115724,-,1203,NC_000913.3
98,b0107,hofB,103.5248789,-0.327430326,0.345312973,-0.948213219,0.343020919,0.530194733,115714,117099,-,1386,NC_000913.3
99,b0109,nadC,580.4718218,0.260344226,0.19810242,1.314190032,0.188782262,0.358509037,117752,118645,-,894,NC_000913.3
100,b0110,ampD,412.702405,0.032886535,0.294310893,0.111740801,0.911028927,0.956426683,118733,119284,+,552,NC_000913.3
101,b0111,ampE,582.9829289,0.64505538,0.219726773,2.935715892,0.00332779,0.019536878,119281,120135,+,855,NC_000913.3
102,b0112,aroP,591.9063467,0.039950986,0.221626392,0.180262762,0.856946288,0.928618042,120178,121551,-,1374,NC_000913.3
103,b0113,pdhR,424.8200021,-1.207663809,0.308919529,-3.909315201,9.26E-05,0.00132176,122092,122856,+,765,NC_000913.3
104,b0114,aceE,8421.753315,0.044215784,0.501488969,0.088169007,0.92974235,0.96282842,123017,125680,+,2664,NC_000913.3
105,b0115,aceF,7861.642512,0.531212717,0.507395585,1.046939967,0.295127267,0.484222801,125695,127587,+,1893,NC_000913.3
106,b0116,lpd,13403.13425,-0.196566396,0.491920315,-0.399589913,0.689458587,0.823158201,127912,129336,+,1425,NC_000913.3
107,b0117,yacH,114.1088688,-0.787377795,0.242580866,-3.245836365,0.001171061,0.009343083,129407,131260,-,1854,NC_000913.3
108,b0118,acnB,21959.95933,-1.089923451,0.524436512,-2.078275305,0.03768401,0.116182789,131615,134212,+,2598,NC_000913.3
109,b0119,yacL,747.370883,0.599283699,0.430187964,1.393074074,0.163597392,0.326554793,134388,134750,+,363,NC_000913.3
110,b0120,speD,770.0532431,-0.131786591,0.240318949,-0.548382022,0.583429618,0.746146121,134788,135582,-,795,NC_000913.3
111,b0121,speE,723.9332435,-0.302232169,0.24811773,-1.218099845,0.223186033,0.403931768,135598,136464,-,867,NC_000913.3
112,b0122,yacC,222.0000558,-0.013169554,0.391943937,-0.033600607,0.973195638,0.986358619,136570,136917,-,348,NC_000913.3
113,b0123,cueO,378.0572373,-0.579591445,0.234862908,-2.467786204,0.013595149,0.055773203,137083,138633,+,1551,NC_000913.3
114,b0124,gcd,1209.612991,-3.353478808,0.554920455,-6.043170294,1.51E-09,1.02E-07,138835,141225,-,2391,NC_000913.3
115,b0125,hpt,713.6407135,-0.121481207,0.186966112,-0.649749869,0.515853805,0.691852998,141431,141967,+,537,NC_000913.3
116,b0126,can,1087.191594,-0.485776956,0.203206962,-2.390552721,0.016823034,0.065275013,142008,142670,-,663,NC_000913.3
117,b0127,yadG,348.6342776,-0.252725698,0.185183691,-1.364729777,0.172337997,0.337695161,142779,143705,+,927,NC_000913.3
118,b0128,yadH,346.1145831,-0.107729077,0.20187626,-0.533639157,0.593591211,0.75192164,143702,144472,+,771,NC_000913.3
119,b0129,yadI,348.8748708,0.553653106,0.242479067,2.283302687,0.022412545,0.080513982,144577,145017,+,441,NC_000913.3
120,b0130,yadE,284.8947253,0.383929675,0.341299712,1.124904772,0.26062939,0.445769929,145081,146310,+,1230,NC_000913.3
121,b0131,panD,986.7302457,0.585776885,0.232419757,2.520340321,0.011724142,0.04986767,146314,146694,-,381,NC_000913.3
122,b0132,rpnC,112.6474495,0.519779468,0.307659115,1.689465525,0.091130253,0.217732944,146968,147870,+,903,NC_000913.3
123,b0133,panC,2162.163546,0.203685047,0.24721362,0.823923244,0.409983172,0.594578029,147944,148795,-,852,NC_000913.3
124,b0134,panB,1336.025437,0.119646947,0.23330893,0.512826266,0.608072855,0.760326027,148807,149601,-,795,NC_000913.3
125,b0135,yadC,14.85463329,-0.100737912,0.492700664,-0.204460679,0.837993516,0.916982534,149715,150953,-,1239,NC_000913.3
126,b0137,yadL,11.3590423,-0.803448392,0.675693687,-1.189071924,0.234411365,0.416239672,151626,152231,-,606,NC_000913.3
127,b0139,htrE,12.00633368,0.518084236,0.498437756,1.039416115,0.298611252,0.487049402,152829,155426,-,2598,NC_000913.3
128,b0142,folK,131.1711466,0.95764482,0.323049532,2.964390058,0.003032836,0.018420152,157253,157732,-,480,NC_000913.3
129,b0143,pcnB,1529.725197,0.758948502,0.241953488,3.136753708,0.001708296,0.012339386,157729,159126,-,1398,NC_000913.3
130,b0144,gluQ,225.028251,0.01930219,0.293468066,0.065772709,0.947558784,0.97226768,159186,160112,-,927,NC_000913.3
131,b0145,dksA,4859.738668,0.051518891,0.279842902,0.18409933,0.853935532,0.926796144,160149,160604,-,456,NC_000913.3
132,b0146,sfsA,1993.918791,-0.000846663,0.43553912,-0.001943942,0.99844896,0.998695856,160782,161486,-,705,NC_000913.3
133,b0147,thpR,113.572271,0.151104727,0.257485101,0.586848428,0.557305509,0.725789048,161501,162031,-,531,NC_000913.3
134,b0148,hrpB,793.4520689,0.28571361,0.228366776,1.251117239,0.210891707,0.387493194,162105,164534,+,2430,NC_000913.3
135,b0149,mrcB,1274.967782,0.274483378,0.227462033,1.206721731,0.227539327,0.408545668,164730,167264,+,2535,NC_000913.3
136,b0150,fhuA,370.8268458,-0.526899575,0.226149061,-2.329877352,0.019812634,0.073122359,167484,169727,+,2244,NC_000913.3
137,b0151,fhuC,113.1013079,-0.026692954,0.290891432,-0.091762601,0.926886659,0.962219904,169778,170575,+,798,NC_000913.3
138,b0152,fhuD,68.953314,0.059631026,0.337880306,0.176485652,0.85991242,0.930536581,170575,171465,+,891,NC_000913.3
139,b0153,fhuB,113.0836685,0.729605913,0.24900374,2.930100222,0.003388527,0.019807213,171462,173444,+,1983,NC_000913.3
140,b0154,hemL,2413.822434,0.614167156,0.19394214,3.166754563,0.001541504,0.011399236,173602,174882,-,1281,NC_000913.3
141,b0155,clcA,859.0698238,-0.636968877,0.192949432,-3.301221824,0.000962647,0.007930568,175107,176528,+,1422,NC_000913.3
142,b0156,erpA,986.423553,-0.171877848,0.192292127,-0.893837158,0.371409025,0.557044681,176610,176954,+,345,NC_000913.3
143,b0157,yadS,116.8969353,0.665613445,0.362106408,1.838170853,0.066037233,0.173229967,177001,177624,-,624,NC_000913.3
144,b0158,btuF,212.1473969,0.553795554,0.235809481,2.348487227,0.018849846,0.070469155,177662,178462,-,801,NC_000913.3
145,b0159,mtn,1085.662786,-0.153561115,0.23350207,-0.657643483,0.510767246,0.687309884,178455,179153,-,699,NC_000913.3
146,b0160,dgt,524.9766491,-0.111848364,0.267404817,-0.418273556,0.675747122,0.81472343,179237,180754,+,1518,NC_000913.3
147,b0161,degP,1423.178776,-0.271613462,0.406868423,-0.66757076,0.504407628,0.682987249,180884,182308,+,1425,NC_000913.3
148,b0162,cdaR,1178.675088,1.935739839,0.675483243,2.865711117,0.004160737,0.022734447,182463,183620,+,1158,NC_000913.3
149,b0163,yaeH,3103.408903,0.864622788,0.292178556,2.959227401,0.003084114,0.018592015,183709,184095,-,387,NC_000913.3
150,b0164,yaeI,134.6148532,0.707085085,0.2944624,2.401274615,0.01633807,0.063852651,184257,185069,-,813,NC_000913.3
151,b0166,dapD,2538.505704,-0.358069226,0.323182575,-1.10794719,0.267884624,0.454336815,185123,185947,-,825,NC_000913.3
152,b0167,glnD,748.3457566,0.241074333,0.200608845,1.201713379,0.229474596,0.410355764,185978,188650,-,2673,NC_000913.3
153,b0168,map,1220.248364,-0.075651744,0.181435013,-0.416963313,0.676705242,0.815186585,188712,189506,-,795,NC_000913.3
154,b4414,tff,285.2370045,-0.024279827,0.253719423,-0.095695578,0.923762353,0.961991379,189712,189847,+,136,NC_000913.3
155,b0169,rpsB,7194.594665,0.561211235,0.247620327,2.266418275,0.023425786,0.083120441,189874,190599,+,726,NC_000913.3
156,b0170,tsf,3386.267485,0.67750382,0.266234553,2.544762929,0.010935195,0.047513022,190857,191708,+,852,NC_000913.3
157,b0171,pyrH,805.1823375,0.539910561,0.256711514,2.103180156,0.035450024,0.112202933,191855,192580,+,726,NC_000913.3
158,b0172,frr,4352.76828,-0.293399535,0.179497955,-1.634556416,0.102142071,0.236613756,192872,193429,+,558,NC_000913.3
159,b0173,dxr,733.2372103,0.002234982,0.211926065,0.010546044,0.99158563,0.996512764,193521,194717,+,1197,NC_000913.3
160,b0174,uppS,1383.539634,0.737519463,0.271910672,2.712359387,0.006680612,0.032401768,194903,195664,+,762,NC_000913.3
161,b0175,cdsA,846.4932798,0.39446229,0.197027468,2.002067499,0.045277472,0.131476939,195677,196534,+,858,NC_000913.3
162,b0176,rseP,1956.706279,0.214180634,0.179947488,1.19023964,0.233952217,0.415972184,196546,197898,+,1353,NC_000913.3
163,b0177,bamA,7154.53459,0.176209735,0.187800811,0.938279948,0.348100562,0.534915106,197928,200360,+,2433,NC_000913.3
164,b0178,skp,3766.93948,-0.087438719,0.277091216,-0.315559332,0.75233701,0.861853074,200482,200967,+,486,NC_000913.3
165,b0179,lpxD,3577.876857,-0.30039207,0.203981511,-1.472643618,0.140847157,0.295195207,200971,201996,+,1026,NC_000913.3
166,b0180,fabZ,1254.469451,-0.276165048,0.264315498,-1.044831082,0.296101047,0.485106818,202101,202556,+,456,NC_000913.3
167,b0181,lpxA,1782.152787,-0.156267241,0.254616694,-0.613735253,0.539390289,0.70977024,202560,203348,+,789,NC_000913.3
168,b0182,lpxB,806.132802,-0.224062265,0.229451681,-0.976511759,0.328810923,0.515719343,203348,204496,+,1149,NC_000913.3
169,b0183,rnhB,228.5633467,0.002200564,0.225827502,0.009744445,0.99222518,0.996543466,204493,205089,+,597,NC_000913.3
170,b0184,dnaE,1410.968387,0.019317158,0.197487958,0.097814357,0.922079707,0.961964763,205126,208608,+,3483,NC_000913.3
171,b0185,accA,1728.038296,0.182923767,0.267236648,0.684501053,0.493658825,0.672884654,208621,209580,+,960,NC_000913.3
172,b0186,ldcC,1469.240826,-1.430248263,0.356195322,-4.015348248,5.94E-05,0.000949025,209679,211820,+,2142,NC_000913.3
173,b0187,yaeR,281.8520759,-1.087593815,0.27224943,-3.994843315,6.47E-05,0.0010033,211877,212266,+,390,NC_000913.3
174,b0188,tilS,521.7566865,-0.22256835,0.223845967,-0.994292424,0.320080523,0.507337663,212331,213629,+,1299,NC_000913.3
175,b0189,rof,728.931148,-0.78102127,0.293157754,-2.664167187,0.007717919,0.035966571,213678,213932,-,255,NC_000913.3
176,b4406,yaeP,436.8920074,-0.740671906,0.238889585,-3.100478006,0.001932086,0.01354469,213925,214125,-,201,NC_000913.3
177,b0190,yaeQ,255.6443693,0.124926335,0.195833498,0.637921178,0.523524991,0.696369151,214291,214836,+,546,NC_000913.3
178,b0191,arfB,188.4278543,-0.590610035,0.224505049,-2.630720508,0.008520408,0.039076019,214833,215255,+,423,NC_000913.3
179,b0192,nlpE,676.5188442,-0.440905835,0.236583794,-1.863634984,0.062372981,0.166365865,215269,215979,+,711,NC_000913.3
180,b0193,yaeF,106.1885344,-0.036864107,0.308216115,-0.119604737,0.904796267,0.95454818,216179,217003,-,825,NC_000913.3
181,b0194,proS,4073.294411,0.935202338,0.215067273,4.348417702,1.37E-05,0.000318772,217057,218775,-,1719,NC_000913.3
182,b0195,trmO,226.6296563,0.388105427,0.31850904,1.218506787,0.223031447,0.403931768,218887,219594,-,708,NC_000913.3
183,b0196,rcsF,350.7730565,0.375007345,0.259776988,1.443574154,0.1488588,0.307230436,219591,219995,-,405,NC_000913.3
184,b0197,metQ,1739.122785,0.605630694,0.314341572,1.926664331,0.054021476,0.150183416,220113,220928,-,816,NC_000913.3
185,b0198,metI,292.9940981,0.685602753,0.389010114,1.762429122,0.077996822,0.195596494,220968,221621,-,654,NC_000913.3
186,b0199,metN,395.3685698,0.628264462,0.507422102,1.238149579,0.215660603,0.39330349,221614,222645,-,1032,NC_000913.3
187,b0200,gmhB,542.6083727,0.530426029,0.305041509,1.738865081,0.082058498,0.203261864,222833,223408,+,576,NC_000913.3
188,b0201,rrsH,1762.161229,1.859590074,1.306624861,1.423201203,0.154677837,0.315873015,223771,225312,+,1542,NC_000913.3
189,b0203,alaV,32.09761273,0.986236812,0.587011241,1.680098681,0.092938117,0.22113805,225500,225575,+,76,NC_000913.3
190,b0204,rrlH,4594.432671,2.537125689,1.385902701,1.83066653,0.067150332,0.175333363,225759,228662,+,2904,NC_000913.3
191,b0207,dkgB,90.50346387,1.12945578,0.391898657,2.882009825,0.003951474,0.022016133,229167,229970,+,804,NC_000913.3
192,b0208,yafC,293.5624972,-0.48172463,0.306288838,-1.572778926,0.115770017,0.258866622,229967,230881,-,915,NC_000913.3
193,b0209,yafD,1321.280176,-0.91212377,0.269088108,-3.389684426,0.000699731,0.006261975,231122,231922,+,801,NC_000913.3
194,b0210,yafE,200.9334752,-0.352009617,0.328449092,-1.071732654,0.28384013,0.471724448,231926,232549,+,624,NC_000913.3
195,b0211,mltD,1852.40768,0.58850934,0.484856757,1.213779805,0.22483182,0.406364929,232597,233955,-,1359,NC_000913.3
196,b0212,gloB,390.0963431,-0.594243134,0.261511701,-2.272338602,0.023066067,0.082167406,234027,234782,-,756,NC_000913.3
197,b0213,yafS,377.3418891,0.014092465,0.256482869,0.054945055,0.956182237,0.976953056,234816,235538,+,723,NC_000913.3
198,b0214,rnhA,253.2896477,-0.10511759,0.207580905,-0.506393352,0.612580541,0.764544365,235535,236002,-,468,NC_000913.3
199,b0215,dnaQ,701.5203885,-0.441692931,0.228691676,-1.931390498,0.053434779,0.148961876,236067,236798,+,732,NC_000913.3
200,b0216,aspV,34.1481114,-0.329542504,0.392719268,-0.83912996,0.401396385,0.586790162,236931,237007,+,77,NC_000913.3
201,b0217,yafT,22.6288601,1.106592802,0.533666711,2.073565353,0.038119696,0.116902327,237335,238120,+,786,NC_000913.3
202,b0219,yafV,484.9956273,-0.363598121,0.26329734,-1.38094111,0.167297068,0.331561314,239419,240189,-,771,NC_000913.3
203,b0220,ivy,2018.252495,0.132441697,0.440606474,0.300589539,0.76372751,0.86962698,240343,240816,+,474,NC_000913.3
204,b0221,fadE,525.6770706,-1.930565169,0.674945249,-2.860328555,0.004232023,0.023008781,240859,243303,-,2445,NC_000913.3
205,b0222,gmhA,1173.438085,-0.250013842,0.309100963,-0.808842004,0.418606032,0.602798647,243543,244121,+,579,NC_000913.3
206,b0223,yafJ,517.6674076,-0.105465126,0.281647209,-0.374458267,0.7080634,0.836482609,244327,245094,+,768,NC_000913.3
207,b0224,ldtF,719.716497,0.481426037,0.3532191,1.362967168,0.172892858,0.33834137,245065,245805,-,741,NC_000913.3
208,b0225,yafQ,299.6373243,-0.051690209,0.407101806,-0.126971211,0.898963184,0.950419781,245961,246239,-,279,NC_000913.3
209,b0226,dinJ,398.389136,-0.360370362,0.241371195,-1.493013128,0.135433751,0.28862271,246242,246502,-,261,NC_000913.3
210,b0227,yafL,47.99839583,-0.845171692,0.379589274,-2.22654261,0.025977858,0.08958264,246712,247461,+,750,NC_000913.3
211,b0228,rayT,209.9250537,0.681577397,0.371844992,1.832961077,0.06680836,0.174799363,247637,248134,+,498,NC_000913.3
