id,source,target,Effect,Evidence
fhpR-fhpR,fhpR,fhpR,-,Strong
PA4354-xenB,PA4354,xenB,+,Strong
PA4354-PA4355,PA4354,PA4355,+,Strong
PA4354-PA4354,PA4354,PA4354,+,Strong
PA2010-hmgA,PA2010,hmgA,-,Strong
PA0149-PA2384,PA0149,PA2384,?,Strong
pchR-PA3836,pchR,PA3836,?,Strong
pchR-PA3835,pchR,PA3835,?,Strong
pchR-PA5088,pchR,PA5088,?,Strong
pchR-PA3691,pchR,PA3691,?,Strong
pchR-PA0042,pchR,PA0042,?,Strong
pchR-PA5087,pchR,PA5087,?,Strong
pchR-PA4139,pchR,PA4139,?,Strong
pchR-dusA,pchR,dusA,?,Strong
pchR-PA3327,pchR,PA3327,?,Strong
pchR-PA3520,pchR,PA3520,?,Strong
pchR-rsmY,pchR,rsmY,?,Strong
pchR-wbpG,pchR,wbpG,?,Strong
pchR-phzD1,pchR,phzD1,?,Strong
pchR-wbpH,pchR,wbpH,?,Strong
pchR-wzz,pchR,wzz,?,Strong
pchR-hisF2,pchR,hisF2,?,Strong
pchR-wbpM,pchR,wbpM,?,Strong
pchR-phzF2,pchR,phzF2,?,Strong
pchR-phzB1,pchR,phzB1,?,Strong
pchR-PA2698,pchR,PA2698,?,Strong
pchR-hisH2,pchR,hisH2,?,Strong
pchR-phzE1,pchR,phzE1,?,Strong
pchR-acpP1,pchR,acpP1,?,Strong
pchR-phzH,pchR,phzH,?,Strong
pchR-PA3044,pchR,PA3044,?,Strong
pchR-PA3045,pchR,PA3045,?,Strong
pchR-PA0041a,pchR,PA0041a,?,Strong
pchR-PA3866,pchR,PA3866,?,Strong
pchR-PA0643,pchR,PA0643,?,Strong
pchR-rpoC,pchR,rpoC,?,Strong
pchR-phzA1,pchR,phzA1,?,Strong
pchR-PA4080,pchR,PA4080,?,Strong
pchR-PA4087,pchR,PA4087,?,Strong
pchR-PA3290,pchR,PA3290,?,Strong
pchR-algD,pchR,algD,?,Strong
pchR-bfrB,pchR,bfrB,?,Strong
pchR-fimV,pchR,fimV,?,Strong
pchR-phzG1,pchR,phzG1,?,Strong
pchR-PA0986,pchR,PA0986,?,Strong
pchR-PA2667,pchR,PA2667,?,Strong
pchR-phzC1,pchR,phzC1,?,Strong
pchR-PA1372,pchR,PA1372,?,Strong
pchR-PA5232,pchR,PA5232,?,Strong
pchR-PA0981,pchR,PA0981,?,Strong
pchR-arcD,pchR,arcD,?,Strong
pchR-PA3190,pchR,PA3190,?,Strong
pchR-PA0499,pchR,PA0499,?,Strong
pchR-PA0984,pchR,PA0984,?,Strong
pchR-arnB,pchR,arnB,?,Strong
atuR-atuD,atuR,atuD,-,Strong
atuR-atuE,atuR,atuE,-,Strong
atuR-atuF,atuR,atuF,-,Strong
atuR-atuG,atuR,atuG,-,Strong
atuR-atuA,atuR,atuA,-,Strong
atuR-atuB,atuR,atuB,-,Strong
atuR-atuC,atuR,atuC,-,Strong
atuR-atuH,atuR,atuH,-,Strong
pmrB-pmrA,pmrB,pmrA,+,Strong
pmrA-PA3559,pmrA,PA3559,+,Strong
pmrA-arnT,pmrA,arnT,+,Strong
pmrA-pmrB,pmrA,pmrB,+,Strong
pmrA-pmrA,pmrA,pmrA,+,Strong
pmrA-arnC,pmrA,arnC,+,Strong
pmrA-arnB,pmrA,arnB,+,Strong
pmrA-arnA,pmrA,arnA,+,Strong
pmrA-arnF,pmrA,arnF,+,Strong
pmrA-arnE,pmrA,arnE,+,Strong
pmrA-arnD,pmrA,arnD,+,Strong
mucC-algU,mucC,algU,-,Strong
mucB-algU,mucB,algU,-,Strong
mucA-algU,mucA,algU,+,Strong
mucD-algU,mucD,algU,-,Strong
exsD-exsA,exsD,exsA,-,Strong
exsE-exsC,exsE,exsC,-,Strong
exsC-exsD,exsC,exsD,-,Strong
exsA-PA0456,exsA,PA0456,?,Strong
exsA-pscJ,exsA,pscJ,+,Strong
exsA-pscK,exsA,pscK,+,Strong
exsA-pscH,exsA,pscH,+,Strong
exsA-pscI,exsA,pscI,+,Strong
exsA-pscL,exsA,pscL,+,Strong
exsA-pscB,exsA,pscB,+,Strong
exsA-pscC,exsA,pscC,+,Strong
exsA-pscF,exsA,pscF,+,Strong
exsA-pscG,exsA,pscG,+,Strong
exsA-pscD,exsA,pscD,+,Strong
exsA-pscE,exsA,pscE,+,Strong
exsA-exsD,exsA,exsD,+,Strong
exsA-exsE,exsA,exsE,+,Strong
exsA-exsB,exsA,exsB,+,Strong
exsA-exsC,exsA,exsC,+,Strong
exsA-exsA,exsA,exsA,+,Strong
exsA-pqsD,exsA,pqsD,?,Strong
exsA-pqsE,exsA,pqsE,?,Strong
exsA-pqsA,exsA,pqsA,?,Strong
exsA-pqsB,exsA,pqsB,?,Strong
exsA-pqsC,exsA,pqsC,?,Strong
exsA-PA3843,exsA,PA3843,+,Strong
exsA-orf1,exsA,orf1,+,Strong
exsA-surA,exsA,surA,?,Strong
exsA-PA2004,exsA,PA2004,?,Strong
exsA-exoT,exsA,exoT,+,Strong
exsA-exoS,exsA,exoS,+,Strong
bauR-bauD,bauR,bauD,+,Strong
bauR-bauA,bauR,bauA,+,Strong
bauR-bauB,bauR,bauB,+,Strong
bauR-bauC,bauR,bauC,+,Strong
bauR-bauR,bauR,bauR,+,Strong
bauR-PA1566,bauR,PA1566,+,Strong
PA4595-exsD,PA4595,exsD,-,Strong
PA4595-exsE,PA4595,exsE,-,Strong
PA4595-exsB,PA4595,exsB,-,Strong
PA4595-exsC,PA4595,exsC,-,Strong
PA4595-exsA,PA4595,exsA,-,Strong
PA4595-exoS,PA4595,exoS,-,Strong
PA4595-pscJ,PA4595,pscJ,-,Strong
PA4595-pscH,PA4595,pscH,-,Strong
PA4595-pscI,PA4595,pscI,-,Strong
PA4595-pscL,PA4595,pscL,-,Strong
PA4595-pscB,PA4595,pscB,-,Strong
PA4595-pscC,PA4595,pscC,-,Strong
PA4595-exoY,PA4595,exoY,-,Strong
PA4595-pscF,PA4595,pscF,-,Strong
PA4595-pscG,PA4595,pscG,-,Strong
PA4595-pscD,PA4595,pscD,-,Strong
PA4595-pscE,PA4595,pscE,-,Strong
PA4596-oprJ,PA4596,oprJ,-,Strong
PA4596-mexD,PA4596,mexD,-,Strong
PA4596-mexC,PA4596,mexC,-,Strong
trpI-trpB,trpI,trpB,+,Strong
trpI-trpA,trpI,trpA,+,Strong
PA4878-phoQ,PA4878,phoQ,-,Strong
PA4878-phoP,PA4878,phoP,-,Strong
PA4878-oprH,PA4878,oprH,-,Strong
PA4878-oprN,PA4878,oprN,+,Strong
PA4878-oprM,PA4878,oprM,+,Strong
PA4878-PA1875,PA4878,PA1875,+,Strong
PA4878-PA1874,PA4878,PA1874,+,Strong
PA4878-PA1877,PA4878,PA1877,+,Strong
PA4878-PA1876,PA4878,PA1876,+,Strong
PA4878-mexF,PA4878,mexF,+,Strong
PA4878-mexE,PA4878,mexE,+,Strong
PA4878-mexB,PA4878,mexB,+,Strong
PA4878-mexA,PA4878,mexA,+,Strong
deaD-exsA,deaD,exsA,+,Strong
algZ-algZ,algZ,algZ,-,Strong
algZ-alg8,algZ,alg8,+,Strong
algZ-exsA,algZ,exsA,-,Strong
algZ-fleQ,algZ,fleQ,-,Strong
algZ-algX,algZ,algX,+,Strong
algZ-alg44,algZ,alg44,+,Strong
algZ-algJ,algZ,algJ,+,Strong
algZ-algK,algZ,algK,+,Strong
algZ-algI,algZ,algI,+,Strong
algZ-algL,algZ,algL,+,Strong
algZ-algC,algZ,algC,+,Strong
algZ-algA,algZ,algA,+,Strong
algZ-algF,algZ,algF,+,Strong
algZ-algG,algZ,algG,+,Strong
algZ-algD,algZ,algD,+,Strong
algZ-algE,algZ,algE,+,Strong
algR-pilW,algR,pilW,+,Strong
algR-pilV,algR,pilV,+,Strong
algR-pilX,algR,pilX,+,Strong
algR-alc,algR,alc,?,Strong
algR-PA3325,algR,PA3325,?,Strong
algR-PA3774,algR,PA3774,?,Strong
algR-phzB1,algR,phzB1,?,Strong
algR-PA4735,algR,PA4735,?,Strong
algR-PA3676,algR,PA3676,?,Strong
algR-PA4676,algR,PA4676,?,Strong
algR-PA1819,algR,PA1819,+,Strong
algR-PA5152,algR,PA5152,+,Strong
algR-PA5153,algR,PA5153,+,Strong
algR-PA2867,algR,PA2867,?,Strong
algR-alg44,algR,alg44,+,Strong
algR-PA1333,algR,PA1333,?,Strong
algR-atpI,algR,atpI,?,Strong
algR-phzC1,algR,phzC1,?,Strong
algR-PA3761,algR,PA3761,?,Strong
algR-PA1736,algR,PA1736,?,Strong
algR-csrA,algR,csrA,+,Strong
algR-PA1159,algR,PA1159,?,Strong
algR-PA0277,algR,PA0277,?,Strong
algR-PA4019,algR,PA4019,?,Strong
algR-PA4654,algR,PA4654,?,Strong
algR-ldcA,algR,ldcA,+,Strong
algR-ampDh3,algR,ampDh3,?,Strong
algR-cobO,algR,cobO,?,Strong
algR-nrdA,algR,nrdA,+,Strong
algR-nrdB,algR,nrdB,+,Strong
algR-xcpT,algR,xcpT,?,Strong
algR-PA1727,algR,PA1727,+,Strong
algR-opgG,algR,opgG,?,Strong
algR-PA4392,algR,PA4392,?,Strong
algR-sigX,algR,sigX,?,Strong
algR-PA0839,algR,PA0839,?,Strong
algR-algZ,algR,algZ,-,Strong
algR-algX,algR,algX,+,Strong
algR-algR,algR,algR,+,Strong
algR-braZ,algR,braZ,+,Strong
algR-PA0263.1,algR,PA0263.1,?,Strong
algR-algJ,algR,algJ,+,Strong
algR-algK,algR,algK,+,Strong
algR-lasB,algR,lasB,?,Strong
algR-algI,algR,algI,+,Strong
algR-algL,algR,algL,+,Strong
algR-asd,algR,asd,?,Strong
algR-algC,algR,algC,+,Strong
algR-algA,algR,algA,+,Strong
algR-algF,algR,algF,+,Strong
algR-algG,algR,algG,+,Strong
algR-algD,algR,algD,+,Strong
algR-algE,algR,algE,+,Strong
algR-phzA1,algR,phzA1,?,Strong
algR-phzF2,algR,phzF2,?,Strong
algR-PA3572,algR,PA3572,?,Strong
algR-PrrF2,algR,PrrF2,+,Strong
algR-argB,algR,argB,+,Strong
algR-PA0947,algR,PA0947,?,Strong
algR-argG,algR,argG,-,Strong
algR-maeA,algR,maeA,?,Strong
algR-PA4340,algR,PA4340,?,Strong
algR-putP,algR,putP,?,Strong
algR-PA4171,algR,PA4171,?,Strong
algR-rcpC,algR,rcpC,?,Strong
algR-PA3535,algR,PA3535,?,Strong
algR-sstT,algR,sstT,+,Strong
algR-PA4570,algR,PA4570,?,Strong
algR-pvdS,algR,pvdS,-,Strong
algR-PA0456,algR,PA0456,?,Strong
algR-PA3934,algR,PA3934,+,Strong
algR-PA0691,algR,PA0691,?,Strong
algR-tonB,algR,tonB,?,Strong
algR-PA2523,algR,PA2523,+,Strong
algR-exsA,algR,exsA,+,Strong
algR-PA4475,algR,PA4475,?,Strong
algR-pqsD,algR,pqsD,?,Strong
algR-pqsE,algR,pqsE,?,Strong
algR-glyA2,algR,glyA2,?,Strong
algR-pqsA,algR,pqsA,?,Strong
algR-pqsB,algR,pqsB,?,Strong
algR-pqsC,algR,pqsC,?,Strong
algR-femI,algR,femI,?,Strong
algR-rhlB,algR,rhlB,-,Strong
algR-rhlA,algR,rhlA,-,Strong
algR-rlmF,algR,rlmF,?,Strong
algR-rhlI,algR,rhlI,-,Strong
algR-fliL,algR,fliL,?,Strong
algR-gdhA,algR,gdhA,-,Strong
algR-PA3740,algR,PA3740,?,Strong
algR-phzG1,algR,phzG1,?,Strong
algR-PA1107,algR,PA1107,?,Strong
algR-cat,algR,cat,?,Strong
algR-dnaA,algR,dnaA,?,Strong
algR-dnaE,algR,dnaE,?,Strong
algR-PA2301,algR,PA2301,?,Strong
algR-oprJ,algR,oprJ,?,Strong
algR-PA0328,algR,PA0328,+,Strong
algR-PA1131,algR,PA1131,?,Strong
algR-PA4320,algR,PA4320,?,Strong
algR-cyoA,algR,cyoA,?,Strong
algR-PA4357,algR,PA4357,?,Strong
algR-phzD1,algR,phzD1,?,Strong
algR-lip,algR,lip,-,Strong
algR-hcnA,algR,hcnA,-,Strong
algR-dsbE,algR,dsbE,?,Strong
algR-PA1287,algR,PA1287,?,Strong
algR-PA0703,algR,PA0703,?,Strong
algR-alg8,algR,alg8,+,Strong
algR-PA4948,algR,PA4948,?,Strong
algR-PA3067,algR,PA3067,?,Strong
algR-liuE,algR,liuE,?,Strong
algR-pyrG,algR,pyrG,?,Strong
algR-lap,algR,lap,?,Strong
algR-fimU,algR,fimU,+,Strong
algR-fimV,algR,fimV,?,Strong
algR-PA3722,algR,PA3722,?,Strong
algR-phzE1,algR,phzE1,?,Strong
algR-arcD,algR,arcD,+,Strong
algR-arcA,algR,arcA,+,Strong
algR-arcB,algR,arcB,+,Strong
algR-arcC,algR,arcC,+,Strong
algP-rhlR,algP,rhlR,-,Strong
algQ-lasR,algQ,lasR,-,Strong
algQ-rhlR,algQ,rhlR,-,Strong
algQ-rpoD,algQ,rpoD,-,Strong
algW-mucA,algW,mucA,+,Strong
algW-algD,algW,algD,+,Strong
algW-algU,algW,algU,+,Strong
algU-PA5121,algU,PA5121,+,Weak
algU-PA0880,algU,PA0880,+,Weak
algU-PA4308,algU,PA4308,+,Weak
algU-PA1743,algU,PA1743,+,Weak
algU-PA1745,algU,PA1745,+,Weak
algU-PA1744,algU,PA1744,+,Weak
algU-katE,algU,katE,+,Weak
algU-PA3962,algU,PA3962,+,Weak
algU-PA5492.1,algU,PA5492.1,+,Strong
algU-PA3459,algU,PA3459,+,Weak
algU-PA3458,algU,PA3458,+,Weak
algU-PA2108,algU,PA2108,+,Weak
algU-PA3793,algU,PA3793,+,Weak
algU-PA3794,algU,PA3794,+,Weak
algU-PA3795,algU,PA3795,+,Weak
algU-PA4017,algU,PA4017,+,Weak
algU-PA2546,algU,PA2546,+,Weak
algU-PA2815,algU,PA2815,+,Weak
algU-PA3819,algU,PA3819,+,Strong
algU-PA1324,algU,PA1324,+,Weak
algU-PA4881,algU,PA4881,+,Weak
algU-PA4880,algU,PA4880,+,Weak
algU-PA0598,algU,PA0598,+,Weak
algU-rpoH,algU,rpoH,+,Strong
algU-PA3076,algU,PA3076,+,Weak
algU-gltR,algU,gltR,?,Strong
algU-gcvT2,algU,gcvT2,+,Weak
algU-PA3274,algU,PA3274,+,Weak
algU-PA3270,algU,PA3270,+,Weak
algU-PA3273,algU,PA3273,+,Weak
algU-PA3177,algU,PA3177,+,Weak
algU-PA4345,algU,PA4345,+,Weak
algU-fbp,algU,fbp,+,Weak
algU-PA4343,algU,PA4343,+,Weak
algU-PA5246,algU,PA5246,+,Weak
algU-PA0377,algU,PA0377,+,Weak
algU-PA3004,algU,PA3004,+,Weak
algU-PA3001,algU,PA3001,+,Weak
algU-cbrB,algU,cbrB,?,Strong
algU-PA2367,algU,PA2367,+,Weak
algU-amrZ,algU,amrZ,+,Strong
algU-clpB,algU,clpB,+,Weak
algU-PA3856,algU,PA3856,+,Weak
algU-PA0329,algU,PA0329,+,Weak
algU-PA2417,algU,PA2417,+,Weak
algU-tal,algU,tal,+,Strong
algU-osmE,algU,osmE,+,Weak
algU-PA2583,algU,PA2583,+,Weak
algU-purN,algU,purN,+,Weak
algU-PA1605,algU,PA1605,+,Weak
algU-PA2152,algU,PA2152,+,Weak
algU-PA0137,algU,PA0137,+,Weak
algU-PA0136,algU,PA0136,+,Weak
algU-PA0134,algU,PA0134,+,Weak
algU-phnC2,algU,phnC2,+,Weak
algU-PA1958,algU,PA1958,+,Weak
algU-PA1957,algU,PA1957,+,Weak
algU-PA0138,algU,PA0138,+,Weak
algU-vfr,algU,vfr,?,Strong
algU-poxB,algU,poxB,+,Weak
algU-PA4639,algU,PA4639,+,Weak
algU-ruvB,algU,ruvB,+,Weak
algU-PA0856,algU,PA0856,+,Strong
algU-PA1288,algU,PA1288,+,Weak
algU-mutM,algU,mutM,+,Weak
algU-PA3042,algU,PA3042,+,Weak
algU-PA3040,algU,PA3040,+,Weak
algU-PA3041,algU,PA3041,+,Weak
algU-alg44,algU,alg44,+,Strong
algU-PA4313,algU,PA4313,+,Weak
algU-PA4312,algU,PA4312,+,Weak
algU-PA4311,algU,PA4311,+,Weak
algU-ftsE,algU,ftsE,+,Weak
algU-fleQ,algU,fleQ,-,Strong
algU-ftsY,algU,ftsY,+,Weak
algU-ftsX,algU,ftsX,+,Weak
algU-phuR,algU,phuR,+,Strong
algU-lolD,algU,lolD,+,Weak
algU-PA2896,algU,PA2896,?,Weak
algU-PA2895,algU,PA2895,+,Weak
algU-PA3952,algU,PA3952,+,Strong
algU-PA5473,algU,PA5473,+,Weak
algU-PA5472,algU,PA5472,+,Weak
algU-PA1170,algU,PA1170,+,Weak
algU-PA3460,algU,PA3460,+,Weak
algU-PA3461,algU,PA3461,+,Weak
algU-mrcB,algU,mrcB,+,Weak
algU-sltB1,algU,sltB1,+,Weak
algU-blc,algU,blc,+,Weak
algU-PA0071,algU,PA0071,+,Weak
algU-PA2559,algU,PA2559,+,Weak
algU-PA0371,algU,PA0371,+,Weak
algU-PA0370,algU,PA0370,+,Weak
algU-PA0372,algU,PA0372,+,Weak
algU-PA2365,algU,PA2365,+,Weak
algU-PA2366,algU,PA2366,+,Weak
algU-uppP,algU,uppP,+,Weak
algU-PA2368,algU,PA2368,+,Weak
algU-PA2369,algU,PA2369,+,Weak
algU-PA2414,algU,PA2414,+,Weak
algU-PA2415,algU,PA2415,+,Weak
algU-PA2164,algU,PA2164,+,Weak
algU-PA2162,algU,PA2162,+,Weak
algU-PA2163,algU,PA2163,+,Weak
algU-PA2160,algU,PA2160,+,Weak
algU-PA2161,algU,PA2161,+,Weak
algU-argB,algU,argB,+,Weak
algU-PA2169,algU,PA2169,+,Weak
algU-PA4172,algU,PA4172,+,Weak
algU-PA4171,algU,PA4171,+,Weak
algU-PA4170,algU,PA4170,+,Weak
algU-pgk,algU,pgk,+,Weak
algU-PA3734,algU,PA3734,+,Weak
algU-PA2526,algU,PA2526,+,Weak
algU-PA2527,algU,PA2527,+,Weak
algU-PA2525,algU,PA2525,+,Weak
algU-PA2528,algU,PA2528,+,Weak
algU-ppyR,algU,ppyR,?,Strong
algU-PA1857,algU,PA1857,+,Weak
algU-kinB,algU,kinB,?,Strong
algU-treA,algU,treA,+,Weak
algU-PA2706,algU,PA2706,+,Weak
algU-PA2704,algU,PA2704,+,Weak
algU-PA2705,algU,PA2705,+,Weak
algU-PA0962,algU,PA0962,+,Weak
algU-PA1323,algU,PA1323,+,Weak
algU-PA3012,algU,PA3012,+,Weak
algU-PA0805,algU,PA0805,+,Weak
algU-PA2986,algU,PA2986,+,Weak
algU-PA5109,algU,PA5109,+,Weak
algU-PA5108,algU,PA5108,+,Weak
algU-anr,algU,anr,?,Strong
algU-PA4458,algU,PA4458,+,Weak
algU-galU,algU,galU,+,Weak
algU-clsB,algU,clsB,+,Weak
algU-PA4698,algU,PA4698,+,Weak
algU-PA4699,algU,PA4699,+,Weak
algU-PA2798,algU,PA2798,+,Weak
algU-PA2797,algU,PA2797,+,Weak
algU-PA0333,algU,PA0333,+,Weak
algU-PA0332,algU,PA0332,+,Weak
algU-PA2883,algU,PA2883,+,Weak
algU-kguD,algU,kguD,+,Weak
algU-kguK,algU,kguK,+,Weak
algU-surA,algU,surA,+,Weak
algU-PA5037,algU,PA5037,+,Weak
algU-PA1615,algU,PA1615,+,Weak
algU-PA1616,algU,PA1616,+,Weak
algU-ku,algU,ku,+,Weak
algU-PA4033,algU,PA4033,+,Strong
algU-nalD,algU,nalD,+,Weak
algU-PA2751,algU,PA2751,+,Weak
algU-acnA,algU,acnA,+,Weak
algU-PA3204,algU,PA3204,+,Weak
algU-PA3203,algU,PA3203,+,Weak
algU-nagZ,algU,nagZ,+,Weak
algU-PA5245,algU,PA5245,+,Weak
algU-pfpI,algU,pfpI,+,Weak
algU-osmC,algU,osmC,+,Strong
algU-PA4788,algU,PA4788,+,Weak
algU-PA4786,algU,PA4786,+,Weak
algU-PA0567,algU,PA0567,+,Weak
algU-PA3649,algU,PA3649,+,Weak
algU-adcA,algU,adcA,+,Weak
algU-PA3762,algU,PA3762,+,Weak
algU-PA3888,algU,PA3888,+,Weak
algU-PA3889,algU,PA3889,+,Weak
algU-csrA,algU,csrA,+,Strong
algU-dksA,algU,dksA,+,Strong
algU-PA5146,algU,PA5146,+,Weak
algU-PA5148,algU,PA5148,+,Weak
algU-PA4713,algU,PA4713,+,Weak
algU-aroB,algU,aroB,+,Weak
algU-PA4717,algU,PA4717,+,Weak
algU-PA4714,algU,PA4714,+,Weak
algU-ppgL,algU,ppgL,+,Weak
algU-PA2754,algU,PA2754,+,Weak
algU-PA1408,algU,PA1408,+,Weak
algU-PA4394,algU,PA4394,+,Weak
algU-PA0833,algU,PA0833,+,Weak
algU-PA4390,algU,PA4390,+,Weak
algU-lasR,algU,lasR,?,Strong
algU-PA2884,algU,PA2884,+,Weak
algU-PA3940,algU,PA3940,+,Weak
